close_approach_datetime,distance_au,min_distance_au,max_distance_au,relative_velocity_kms,absolute_magnitude,estimated_diameter_km
2026-Jun-09 12:03,0.184592155463894,0.18458124463354,0.184603066339273,5.0701678377309,24.1,
2026-Jun-09 16:40,0.0353251198041052,0.034940457749706,0.0357097775596643,17.1533692882132,25.042,
2026-Jun-09 17:38,0.0396450486442758,0.0394495116507986,0.0398405815857596,8.00750472651331,24.818,
2026-Jun-09 21:27,0.482651667072019,0.425389225820999,0.539976745028089,21.8817299532198,25.17,
2026-Jun-09 23:14,0.447520554849364,0.419864189139833,0.477756603595513,7.01845782649034,26.9,
2026-Jun-10 02:26,0.121923539675333,0.121922972210054,0.121924107143419,12.0403906050067,22.44,
2026-Jun-10 03:26,0.0913065101634038,0.090195212792057,0.0924185380217911,6.29353385792091,25.18,
2026-Jun-10 04:11,0.193253844496755,0.193253468289925,0.193254220704178,13.7867785554783,20.65,
2026-Jun-10 05:02,0.165821202631385,0.165400975870205,0.166241425984473,4.30376520771229,28.31,
2026-Jun-10 07:29,0.135776501796492,0.130533400619649,0.141031967205652,16.8531970421188,27.12,
2026-Jun-10 10:01,0.001879031780303,0.0018784096596858,0.0018796538052295,3.65434595352479,29.771,
2026-Jun-10 12:00,0.431729708566672,0.422667241198444,0.440793283526466,18.4911309239555,31.7,
2026-Jun-10 12:43,0.441816442004822,0.43939178701008,0.444266887768121,13.9976949257387,23.18,
2026-Jun-10 15:41,0.247831766550886,0.246367473983113,0.249309389412799,7.49989367907958,27.4,
2026-Jun-10 18:50,0.477251030777155,0.477164473421292,0.4773375881414,16.9897665964321,27.2,
2026-Jun-10 20:20,0.143086881488979,0.143086483425407,0.143087279558171,13.1675508994977,23.95,
2026-Jun-10 21:59,0.281219261819022,0.281217102666716,0.281221420971328,8.97435833659067,25.25,
2026-Jun-10 22:37,0.290539837168895,0.283025920241606,0.302687037897895,29.1981986175816,23.9,
2026-Jun-11 02:03,0.202887038509298,0.145316121869676,0.265134520275414,12.0947170802097,26.0,
2026-Jun-11 03:40,0.194389032885331,0.19438860499276,0.194389460779283,8.98736253967122,21.49,
2026-Jun-11 06:48,0.15341738881874,0.152949002077811,0.153903146237921,6.37726710879874,26.87,
2026-Jun-11 07:51,0.1131318428004,0.113131139667417,0.113132545933383,14.3020416831162,21.83,
2026-Jun-11 09:58,0.463717538612827,0.461460365375244,0.465975244652933,16.4590492854382,26.26,
2026-Jun-11 11:32,0.265189908020733,0.185293915033205,0.350430793159756,20.0113135913049,27.92,
2026-Jun-11 12:20,0.154183652638679,0.125588039708591,0.193634239047744,10.6855867451845,24.55,
2026-Jun-11 22:58,0.354556516573527,0.3545537396292,0.354559293517996,18.1590490686372,23.25,
2026-Jun-12 00:19,0.192489009957139,0.192487188229411,0.192490831816573,10.5470119714223,22.19,
2026-Jun-12 01:27,0.263951450714372,0.240262857124129,0.288199799837013,1.40215357168705,25.8,
2026-Jun-12 04:44,0.473143055237046,0.470241064798847,0.476228054778836,8.00288231335451,24.7,
2026-Jun-12 08:10,0.114958091723888,0.111820038260029,0.118390760606188,16.7361520487404,23.93,
2026-Jun-12 14:20,0.051106348927671,0.0385195857583524,0.0649292686251889,11.0791585948225,27.4,
2026-Jun-12 16:28,0.0506265586511522,0.0502902381273004,0.050962874483285,9.95115973133624,24.88,
2026-Jun-12 17:23,0.234922678086882,0.234039049448781,0.235807495478772,15.8020573724631,27.63,
2026-Jun-12 18:59,0.0411469160932549,0.0411467410293874,0.0411470911571247,14.5695301380233,21.85,
2026-Jun-12 19:50,0.13020722131428,0.128030157535788,0.132384263229567,10.1843791901358,23.314,
2026-Jun-12 21:43,0.0059881357159662,0.0059833510286283,0.0059929202032691,5.83756033208218,27.872,
2026-Jun-12 22:12,0.112264129329947,0.112264072710123,0.112264185949802,7.48453180687768,20.44,
2026-Jun-12 22:50,0.131353103915456,0.131352621638681,0.131353586192881,10.2257924696324,21.81,
2026-Jun-12 23:24,0.468648445230413,0.468644937808037,0.468651952652816,35.3166775389402,22.39,
