country,year,reporting_level,welfare_type,headcount_ratio_international_povline,headcount_ratio_lower_mid_income_povline,headcount_ratio_upper_mid_income_povline,headcount_ratio_100,headcount_ratio_1000,headcount_ratio_2000,headcount_ratio_3000,headcount_ratio_4000,headcount_ratio_40_median,headcount_ratio_50_median,headcount_ratio_60_median,headcount_international_povline,headcount_lower_mid_income_povline,headcount_upper_mid_income_povline,headcount_100,headcount_1000,headcount_2000,headcount_3000,headcount_4000,headcount_40_median,headcount_50_median,headcount_60_median,poverty_gap_index_international_povline,poverty_gap_index_lower_mid_income_povline,poverty_gap_index_upper_mid_income_povline,poverty_gap_index_100,poverty_gap_index_1000,poverty_gap_index_2000,poverty_gap_index_3000,poverty_gap_index_4000,mean,median,decile1_avg,decile10_avg,decile1_share,decile2_share,decile3_share,decile4_share,decile5_share,decile6_share,decile7_share,decile8_share,decile9_share,decile10_share,decile1_thr,decile2_thr,decile3_thr,decile4_thr,decile6_thr,decile7_thr,decile8_thr,decile9_thr,gini,palma_ratio,p90_p10_ratio,p90_p50_ratio,p50_p10_ratio
Italy,2011,national,income,1.15604814953314,1.45031220076022,2.42657816458427,0.86555154775964,4.983439676744831,18.22033758878325,38.45205427093124,57.82627673980352,9.21939702577125,14.66075875299308,21.034313716707352,686455.0,861187.0,1440889.0,513960.0,2959139.0,10819136.0,22832618.0,34336925.0,5474427.0,8705478.0,12490060.0,0.87532584284347,1.05261700076167,1.3943719393524,0.73226133763902,2.39983892663808,6.529439572291181,13.694226370178669,22.371502154201668,42.43665175919376,35.7910848584688,8.963235264397644,112.02066045394214,2.11214478353745,4.2558503983066505,5.54590408816449,6.69737544079983,7.82316458847889,9.0649009511693,10.467996662676269,12.32210827499883,15.31340616555054,26.397148646316857,14.9,20.94,26.18,30.8,41.25,47.8,57.55,74.85,0.3505721451796475,1.4183417877866702,5.023489932885906,2.090782122905028,2.402684563758389
Italy,2012,national,income,1.17169324002928,1.8004401085489,2.89311244907372,0.77784222073084,5.88317458724561,20.15196022215034,40.94591008231665,60.93871142447882,9.2903010396095,14.23823033913362,21.23340788612834,697623.0,1071977.0,1722551.0,463125.0,3502825.0,11998420.0,24379079.0,36282736.0,5531419.0,8477402.0,12642311.0,0.82118701865111,1.09637251677303,1.60066522723133,0.66359788973974,2.7460536855327,7.228922447745361,14.93543200218494,24.07170162081808,40.52159182801974,34.21035497485711,8.189283500346567,107.0703012715039,2.0209678669839097,4.2826590944482,5.53187549753321,6.72708274818345,7.8626445225201405,9.04878592712837,10.45798387034256,12.33836516767228,15.30661082827966,26.42302447690796,14.24,19.92,25.0,29.52,39.4,45.65,55.0,71.15,0.351556105922185,1.4234560640148337,4.996488764044944,2.0804093567251463,2.4016853932584272
Italy,2013,national,income,1.36652713246179,1.97218776546472,2.81595077380588,1.08328481517444,6.04175246455745,20.628198020330508,41.94877790725261,61.11112848509609,9.6462339987184,14.83254475785141,21.37606253246844,823113.0,1187927.0,1696158.0,652505.0,3639186.0,12425178.0,25267405.0,36809645.0,5810308.0,8934227.0,12875646.0,1.08226804381942,1.32463675394552,1.78697545806478,0.94149655297797,2.9450653969089897,7.51787997408656,15.28411380208476,24.4029748347833,40.06003302143569,33.98072016467877,7.88297473812642,103.8676986868022,1.9677903744882896,4.26586223655485,5.56255186442423,6.7342764134421405,7.86527443940156,9.15758933340379,10.59282132996045,12.49263005993054,15.43319269807328,25.92801125032116,13.88,19.74,24.64,29.16,39.4,45.65,54.8,71.05,0.3491184922890655,1.3992087634292898,5.118876080691642,2.092783505154639,2.445965417867435
Italy,2014,national,income,1.23212029928105,1.67452277870744,2.74254159545172,0.94697119672245,6.22103382731211,20.53634749097182,41.58118090162407,60.98442061825345,9.97516386494066,15.236469969665482,21.59367169702916,748995.0,1017928.0,1667167.0,575656.0,3781713.0,12483869.0,25276842.0,37071905.0,6063816.0,9262119.0,13126607.0,0.90271446627482,1.1411465572791202,1.60202339763008,0.74973257233107,2.84673364778276,7.65005516794531,15.369173761924529,24.40389586063946,39.89053796638101,34.1429110266357,7.885997362586122,101.85332177890176,1.97690925332526,4.2177653450404,5.57983338876089,6.76420496168912,7.94977925975004,9.21229503616156,10.683662684333427,12.576717273754989,15.50562944336093,25.53320335382336,13.7,19.64,24.62,29.2,39.45,46.05,54.85,70.8,0.3465732830402377,1.3772910462726875,5.1678832116788325,2.0732064421669105,2.4927007299270074
Italy,2015,national,income,1.9488664076009896,2.5355115866613,3.43940958125564,1.40849762059965,6.574439592781629,20.77105035190748,40.18812701156181,58.67705678017179,10.74906808674186,16.07584525105592,22.750431807277348,1183558.0,1539831.0,2088773.0,855389.0,3992695.0,12614380.0,24406483.0,35634918.0,6527972.0,9762954.0,13816470.0,1.40477529326445,1.73110075355041,2.2617980734772702,1.17283711621297,3.45178646109671,8.0165198352478,15.52183261704565,24.03538122300308,40.886064810735576,35.1231301178722,7.138245597245547,105.33301943410858,1.74588716969681,4.11889228209303,5.4198126737483,6.67631533680986,7.960533446051301,9.27644155633377,10.77223596692989,12.6751438425773,15.59216558248815,25.76257214327239,13.34,19.68,24.66,29.94,40.7,47.5,56.75,72.45,0.353974364777367,1.4343691819179658,5.431034482758621,2.0611664295874825,2.6349325337331333
Italy,2016,national,income,1.62586788636231,2.24704479413953,3.1586957840964,1.2207383110536298,5.647291350104941,19.398257041571828,39.4080275750613,57.34777924966341,10.12437295670259,15.69865914965222,22.32907662028022,985723.0,1362327.0,1915038.0,740103.0,3423811.0,11760678.0,23892101.0,34768524.0,6138154.0,9517704.0,13537560.0,1.23731543558236,1.51740071698798,2.01760677943098,1.06453620432608,3.04062519458098,7.30513770772535,14.61303173706097,23.0563258000863,41.86342322712707,35.89473773949549,7.965220117954701,108.6824585156662,1.90266812982301,4.1647948292814,5.470924558405129,6.656865311230491,7.90527164623549,9.24102318256949,10.67506881782427,12.538075304564188,15.48411103702391,25.96119718304381,14.24,20.34,25.36,30.35,41.4,48.15,57.55,73.55,0.352462496122166,1.426811566038654,5.16502808988764,2.0487465181058497,2.5210674157303368
Italy,2017,national,income,1.41808696002497,1.8176530820281496,3.1351753579013297,1.12156936301955,5.7726849852916295,19.69090337826161,38.47501484537615,57.011683293903104,10.70509533621902,16.04523150029893,22.626579889163008,858463.0,1100347.0,1897932.0,678961.0,3494594.0,11920225.0,23291508.0,34512997.0,6480512.0,9713255.0,13697387.0,1.11355257214919,1.30624864772336,1.77365409044242,0.96991803843662,2.90374115787218,7.30373730115544,14.52364502358034,22.8914959773915,42.59544263537778,36.08450658613377,8.008909245855353,113.56740952075543,1.88022679196284,4.08146214009704,5.37264051432338,6.621376710863169,7.82768153938915,9.12203480497876,10.54265918951264,12.42391151098704,15.46613818135184,26.66186861653403,14.08,20.12,25.56,30.75,41.65,48.4,58.15,75.8,0.3592800094735346,1.4848688424194352,5.383522727272727,2.09972299168975,2.5639204545454546
Italy,2018,national,income,1.45764687124155,2.10125633818578,2.94568154596151,0.97831173521017,5.58495915834468,18.54153493001348,38.04885869897484,56.4445719653344,10.16871040499312,15.23285032494472,21.54270576738065,880736.0,1269616.0,1779833.0,591113.0,3374531.0,11203122.0,22989790.0,34104804.0,6144114.0,9203956.0,13016482.0,1.01366830932315,1.33068547075803,1.83682590550486,0.87531991740952,2.84774552077106,7.02225773677701,14.005492446609418,22.38710674550988,42.77681699036773,36.2114652537926,8.175122619235847,110.89424393792471,1.911110548752769,4.1703994127949,5.49733225311326,6.67469688462964,7.87508791033514,9.13332943484262,10.66599660429312,12.56297284346784,15.585162105880851,25.92391200189003,14.26,20.74,26.14,31.1,42.3,49.35,58.9,76.05,0.3522257062873518,1.4202129165679205,5.333099579242637,2.100828729281768,2.5385694249649373
Jamaica,1988,national,consumption,6.13670410156249,20.391665039062488,46.0701220703125,1.02908325195312,76.98536700868249,94.40632189306388,97.6840792272884,98.76171586445332,10.72562988281249,17.48697265625,24.54122558593749,146631.0,487242.0,1100806.0,24589.0,1839500.0,2255759.0,2334078.0,2359827.0,256280.0,417836.0,586392.0,1.67615029661115,6.25297246812683,17.71929013467563,0.39652548231493,38.406050130578926,63.40449277284637,74.39958606120362,80.37579538035736,8.198034740823454,5.910940277644313,1.756034688538757,27.5976885647548,2.14201908634797,3.26863324319482,4.3464416926171605,5.43341075040407,6.59008870273587,7.89847622272644,9.49913023793486,11.69927552861342,15.458738716944229,33.6637858184811,2.3,3.17,4.01,4.91,7.1,8.57,10.78,15.24,0.4315502497711246,2.216107122344096,6.62608695652174,2.578680203045685,2.5695652173913044
Jamaica,1990,national,consumption,4.57000415454923,20.661958177537727,50.03462124359507,0.36006093338872,78.97798088907354,94.9591469325578,98.00581636892396,99.0998476665282,7.42279462678299,13.391497022573052,21.45132253150533,110590.0,499999.0,1210788.0,8713.0,1911189.0,2297917.0,2371644.0,2398118.0,179624.0,324061.0,519101.0,0.8944978276298201,5.32100400739959,18.08373825429479,0.0660645346831839,40.19289703225307,64.8001762153183,75.46771497661112,81.26158667466844,7.648493177559445,5.497638678566405,1.885992096443127,24.514847061538298,2.46583484179158,3.67756510127551,4.5939363935565,5.57428769133904,6.63930294406318,7.835972509641779,9.46924991165488,11.80611862164016,15.88586700663284,32.05186497840446,2.42,3.17,3.87,4.61,6.59,8.04,10.22,14.64,0.4111373537364198,1.9649708038548896,6.049586776859504,2.661818181818182,2.272727272727273
