title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date
Like a Dragon: Ishin!,PC,Action-Adventure,Unknown,Sega,,,,,,,
Like a Dragon: Ishin!,PS4,Action-Adventure,Unknown,Sega,,,,,,,
Like a Dragon: Ishin!,PS5,Action-Adventure,Unknown,Sega,,,,,,,
Like a Dragon: Ishin!,XOne,Action-Adventure,Unknown,Sega,,,,,,,
Like a Dragon: Ishin!,XS,Action-Adventure,Unknown,Sega,,,,,,,
Link: The Faces of Evil,CDi,Action-Adventure,Philips Interactive Media,Animation Magic,,,,,,,1993-10-10
Little Devil Inside,NS,Action-Adventure,Unknown,Neostream Interactive,,,,,,,
Little Devil Inside,XOne,Action-Adventure,Unknown,Neostream Interactive,,,,,,,
Little Devil Inside,PC,Action-Adventure,Unknown,Neostream Interactive,,,,,,,
Little Devil Inside,PS4,Action-Adventure,Unknown,Neostream Interactive,,,,,,,
Little Devil Inside,PS5,Action-Adventure,Unknown,Neostream Interactive,,,,,,,
Luigi's Mansion 2 HD,NS,Action-Adventure,Unknown,Next Level Games,,,,,,,
Mafia: Definitive Edition,PC,Action-Adventure,2K Games,Hangar 13,,,,,,,2020-09-25
Mafia: Definitive Edition,PS4,Action-Adventure,Unknown,Hangar 13,,,,,,,
Mafia: Definitive Edition,XOne,Action-Adventure,Unknown,Hangar 13,,,,,,,
Mafia: Trilogy,PS4,Action-Adventure,2K Games,Hangar 13,,,,,,,2020-09-25
Mafia: Trilogy,XOne,Action-Adventure,2K Games,Hangar 13,,,,,,,2020-09-25
Mafia: Trilogy,PC,Action-Adventure,2K Games,Hangar 13,,,,,,,2020-09-25
Mages of Mystralia,NS,Action-Adventure,Borealys Games,Borealys Games,,,,,,,2019-01-29
Maneater,PS4,Action-Adventure,Tripwire Interactive,Tripwire Interactive,,,,,,,2020-05-22
Maneater,PC,Action-Adventure,Tripwire Interactive,Tripwire Interactive,,,,,,,2020-05-22
Maneater,XOne,Action-Adventure,Tripwire Interactive,Tripwire Interactive,,,,,,,2020-05-22
Maneater,NS,Action-Adventure,Tripwire Interactive,Tripwire Interactive,,,,,,,2020-12-22
Marvel's Blade,PC,Action-Adventure,Unknown,Arkane Studios,,,,,,,
Marvel's Blade,XS,Action-Adventure,Unknown,Arkane Studios,,,,,,,
Marvel's Guardians of the Galaxy,PC,Action-Adventure,Square Enix,Eidos Montreal,,,,,,,2021-10-26
Marvel's Guardians of the Galaxy,XS,Action-Adventure,Square Enix,Eidos Montreal,,,,,,,2021-10-26
Marvel's Guardians of the Galaxy,XOne,Action-Adventure,Square Enix,Eidos Montreal,,,,,,,2021-10-26
Marvel's Guardians of the Galaxy,NS,Action-Adventure,Square Enix,Eidos Montreal,,,,,,,2021-10-26
Marvel's Guardians of the Galaxy,PS5,Action-Adventure,Square Enix,Eidos Montreal,,,,,,,2021-10-26
Marvel's Guardians of the Galaxy,PS4,Action-Adventure,Square Enix,Eidos Montreal,,,,,,,2021-10-26
Marvel's Spider-Man: Miles Morales,PS4,Action-Adventure,Sony Interactive Entertainment,Insomniac Games,,,,,,,2020-11-12
Marvel's Wolverine,PS5,Action-Adventure,Unknown,Insomniac Games,,,,,,,
Marvel: Ultimate Alliance 2,PC,Action-Adventure,Unknown,Zoe Mode,,,,,,,
Marvel’s Spider-Man: Miles Morales,PS5,Action-Adventure,Sony Interactive Entertainment,Insomniac Games,,,,,,,2020-11-12
MediEvil (2019),PS4,Action-Adventure,Sony Interactive Entertainment,Other Ocean Interactive,,,,,,,2019-10-25
Metal Gear Solid 2: Sons of Liberty HD Edition,PSV,Action-Adventure,Konami Digital Entertainment,Armature Studio,,,,,,,2012-08-21
Metal Gear Solid Delta: Snake Eater,PC,Action-Adventure,Unknown,Konami Digital Entertainment,,,,,,,
Metal Gear Solid Delta: Snake Eater,PS5,Action-Adventure,Unknown,Konami Digital Entertainment,,,,,,,
Metal Gear Solid Delta: Snake Eater,XS,Action-Adventure,Unknown,Konami Digital Entertainment,,,,,,,
Metal Gear Solid: Master Collection Vol. 1,PC,Action-Adventure,Unknown,Konami,,,,,,,
Metal Gear Solid: Master Collection Vol. 1,PS5,Action-Adventure,Unknown,Konami,,,,,,,
Metal Gear Solid: Master Collection Vol. 1,XS,Action-Adventure,Unknown,Konami,,,,,,,
Metal Gear Solid: Master Collection Vol. 1,NS,Action-Adventure,Unknown,Konami,,,,,,,
Metroid: Other M,WiiU,Action-Adventure,Unknown,Team Ninja,,,,,,,
MicroMan,NS,Action-Adventure,Glob Games Studio,Glob Games Studio,,,,,,,2021-12-01
MicroMan,PS5,Action-Adventure,Glob Games Studio,Glob Games Studio,,,,,,,2021-12-01
MicroMan,XS,Action-Adventure,Glob Games Studio,Glob Games Studio,,,,,,,2021-12-01
MicroMan,PC,Action-Adventure,Glob Games Studio,Glob Games Studio,,,,,,,2021-12-01
Minecraft: Dungeons,XOne,Action-Adventure,Microsoft Game Studios,Mojang,,,,,,,2020-05-26
Minecraft: Dungeons,PC,Action-Adventure,Microsoft Studios,Mojang,,,,,,,2020-05-26
Minecraft: Dungeons,NS,Action-Adventure,Microsoft Game Studios,Mojang AB,,,,,,,2020-05-26
Minecraft: Dungeons,PS4,Action-Adventure,Microsoft Game Studios,Mojang AB,,,,,,,2020-05-26
Momodora Reverie Under the Moonlight,NS,Action-Adventure,Unknown,Bombservice,,,,,,,
Monkey King: Hero is Back,PS4,Action-Adventure,THQ Nordic,HexaDrive,,,,,,,2019-10-17
Monster Hunter Rise,PS4,Action-Adventure,Unknown,Capcom,,,,,,,
Monster Hunter Rise,PS5,Action-Adventure,Unknown,Capcom,,,,,,,
Monster Hunter Rise,PC,Action-Adventure,Capcom,Capcom,,,,,,,2022-01-12
Monster Hunter Rise,XOne,Action-Adventure,Unknown,Capcom,,,,,,,
Monster Hunter Rise,XS,Action-Adventure,Unknown,Capcom,,,,,,,
Monster Hunter Rise: Sunbreak,PC,Action-Adventure,Unknown,Capcom,,,,,,,
Monster Hunter Rise: Sunbreak,NS,Action-Adventure,Unknown,Capcom,,,,,,,
Monster Hunter Stories 2: Wings of Ruin,NS,Action-Adventure,Capcom,Capcom,,,,,,,2021-07-09
Monster Sanctuary,PC,Action-Adventure,Team 17,Moi Rai Games,,,,,,,2019-08-28
Monstrum,PC,Action-Adventure,Team Junkfish,Team Junkfish,,,,,,,2015-05-20
Monstrum,NS,Action-Adventure,Soedesco,Team Junkfish,,,,,,,2020-05-22
Monstrum,XOne,Action-Adventure,Soedesco,Team Junkfish,,,,,,,2019-02-26
Monstrum,PS4,Action-Adventure,Soedesco,Team Junkfish,,,,,,,2019-02-26
Moonscars,PS5,Action-Adventure,Unknown,Black Mermaid,,,,,,,
Moonscars,XOne,Action-Adventure,Unknown,Black Mermaid,,,,,,,
Moonscars,XS,Action-Adventure,Unknown,Black Mermaid,,,,,,,
Moonscars,NS,Action-Adventure,Unknown,Black Mermaid,,,,,,,
Moonscars,PC,Action-Adventure,Unknown,Black Mermaid,,,,,,,
Moonscars,PS4,Action-Adventure,Unknown,Black Mermaid,,,,,,,
Moss: Book II,PS4,Action-Adventure,Unknown,Polyarc,,,,,,,
Mulaka,XOne,Action-Adventure,Unknown,Lienzo,,,,,,,
Mulaka,PC,Action-Adventure,Unknown,Lienzo,,,,,,,
Mulaka,NS,Action-Adventure,Lienzo,Lienzo,,,,,,,2018-03-01
Mulaka,PS4,Action-Adventure,Unknown,Lienzo,,,,,,,
Mundaun,PS5,Action-Adventure,Unknown,Hidden Fields,,,,,,,
Mundaun,XS,Action-Adventure,Unknown,Hidden Fields,,,,,,,
Mundaun,XOne,Action-Adventure,Unknown,Hidden Fields,,,,,,,
Mundaun,NS,Action-Adventure,Unknown,Hidden Fields,,,,,,,
Mundaun,PC,Action-Adventure,Unknown,Hidden Fields,,,,,,,
Mundaun,PS4,Action-Adventure,Unknown,Hidden Fields,,,,,,,
Neon City Riders,PS4,Action-Adventure,Bromio,Mecha Studios,,,,,,,2020-12-01
Neon City Riders,XOne,Action-Adventure,Bromio,Mecha Studios,,,,,,,2020-12-01
Neon City Riders,NS,Action-Adventure,Bromio,Mecha Studios,,,,,,,2020-12-01
Neon City Riders,PC,Action-Adventure,Bromio,Mecha Studios,,,,,,,2020-12-01
NightCry,PSV,Action-Adventure,Unknown,Nude Maker,,,,,,,
No Man's Sky,XS,Action-Adventure,Unknown,Hello Games,,,,,,,
No Man's Sky,NS,Action-Adventure,Unknown,Hello Games,,,,,,,
No Man's Sky,PS5,Action-Adventure,Unknown,Hello Games,,,,,,,
Observer: System Redux,PS4,Action-Adventure,Bloober Team,Bloober Team,,,,,,,2020-11-11
Oceanhorn 2: Knights of the Lost Realm,NS,Action-Adventure,Unknown,Cornfox & Brothers,,,,,,,
Oceanhorn: Monster of Uncharted Seas,OSX,Action-Adventure,FDG Entertainment,Cornfox & Brothers,,,,,,,2016-05-19
Oceanhorn: Monster of Uncharted Seas,PSV,Action-Adventure,FDG Entertainment,Cornfox & Brothers,,,,,,,2017-05-17
Oceanhorn: Monster of Uncharted Seas,NS,Action-Adventure,FDG Entertainment,Cornfox & Brothers,,,,,,,2017-06-22
Oceanhorn: Monster of Uncharted Seas,And,Action-Adventure,FDG Entertainment,Cornfox & Brothers,,,,,,,2016-12-15
Odallus: The Dark Call,PC,Action-Adventure,Unknown,JoyMasher,,,,,,,
Odallus: The Dark Call,NS,Action-Adventure,Digerati,JoyMasher,,,,,,,2019-02-08
Odallus: The Dark Call,XOne,Action-Adventure,Unknown,JoyMasher,,,,,,,
Odallus: The Dark Call,PS4,Action-Adventure,Unknown,JoyMasher,,,,,,,
Olija,PC,Action-Adventure,Unknown,Skeleton Crew Studios,,,,,,,
Olija,XOne,Action-Adventure,Unknown,Skeleton Crew Studios,,,,,,,
Olija,PS4,Action-Adventure,Unknown,Skeleton Crew Studios,,,,,,,
Olija,NS,Action-Adventure,Unknown,Skeleton Crew Studios,,,,,,,
One Piece: Unlimited World Red Deluxe Edition,PC,Action-Adventure,Unknown,Namco Bandai Games,,,,,,,
Onimusha: Warlords,XOne,Action-Adventure,Capcom,Capcom,,,,,,,2019-01-15
Onimusha: Warlords,PC,Action-Adventure,Capcom,Capcom,,,,,,,2019-01-15
Oninaki,PC,Action-Adventure,Square Enix,Tokyo RPG Factory,,,,,,,2019-08-22
Oninaki,PS4,Action-Adventure,Square Enix,Tokyo RPG Factory,,,,,,,2019-08-22
Oninaki,NS,Action-Adventure,Square Enix,Tokyo RPG Factory,,,,,,,2019-08-22
Onirike,NS,Action-Adventure,Unknown,DevilishGames,,,,,,,
Onirike,PC,Action-Adventure,Unknown,DevilishGames,,,,,,,
Onirike,PS4,Action-Adventure,Unknown,DevilishGames,,,,,,,
Onirike,XOne,Action-Adventure,Unknown,DevilishGames,,,,,,,
Ori and the Will of the Wisps,XS,Action-Adventure,Xbox Game Studios,Moon Studios,,,,,,,2020-12-01
Ori and the Will of the Wisps,PC,Action-Adventure,Xbox Game Studios,Moon Studios,,,,,,,2020-03-11
Ori and the Will of the Wisps,XOne,Action-Adventure,Xbox Game Studios,Moon Studios,,,,,,,2020-03-11
Outcast 2: A New Beginning,XS,Action-Adventure,Unknown,Appeal Studios,,,,,,,
Outcast 2: A New Beginning,PC,Action-Adventure,Unknown,Appeal Studios,,,,,,,
Outcast 2: A New Beginning,PS5,Action-Adventure,Unknown,Appeal Studios,,,,,,,
Outcast: A New Beginning,PC,Action-Adventure,Unknown,Appeal Studios,,,,,,,
Outcast: A New Beginning,PS5,Action-Adventure,Unknown,Appeal Studios,,,,,,,
Outcast: A New Beginning,XS,Action-Adventure,Unknown,Appeal Studios,,,,,,,
Overkill's The Walking Dead,PS4,Action-Adventure,505 Games,Overkill Software,,,,,,,2019-02-06
Overkill's The Walking Dead,XOne,Action-Adventure,505 Games,Overkill Software,,,,,,,2019-02-06
Override: Mech City Brawl,PC,Action-Adventure,Modus Games,The Balance Inc,,,,,,,2018-12-04
Pacific Drive,PC,Action-Adventure,Unknown,Ironwood Studios,,,,,,,
Pacific Drive,PS5,Action-Adventure,Unknown,Ironwood Studios,,,,,,,
Phantom Abyss,PC,Action-Adventure,Unknown,Team WIBY,,,,,,,
Phobos Vector Prime: The First Ring,PS4,Action-Adventure,Unknown,Gunstar Studio S.L.,,,,,,,
Pitfall II: Lost Caverns,CV,Action-Adventure,Unknown,Activision,,,,,,,
Pitfall!,CV,Action-Adventure,Unknown,Activision,,,,,,,
Pragmata,PC,Action-Adventure,Capcom,Capcom,,,,,,,2021-12-01
Pragmata,PS5,Action-Adventure,Capcom,Capcom,,,,,,,2021-12-01
Pragmata,XS,Action-Adventure,Capcom,Capcom,,,,,,,2021-12-01
Princess Peach: Showtime!,NS,Action-Adventure,Nintendo,Nintendo,,,,,,,2023-03-22
Project Resistance,PS4,Action-Adventure,Capcom,Capcom,,,,,,,2020-12-01
Project Resistance,XOne,Action-Adventure,Capcom,Capcom,,,,,,,2020-12-01
Project Resistance,PC,Action-Adventure,Capcom,Capcom,,,,,,,2020-12-01
Pumpkin Jack,NS,Action-Adventure,Headup Games,Headup Games,,,,,,,2020-10-23
Quantum Error,PS4,Action-Adventure,TeamKill Media,TeamKill Media,,,,,,,2021-12-01
Quantum Error,PS5,Action-Adventure,TeamKill Media,TeamKill Media,,,,,,,2021-12-01
RAD,PC,Action-Adventure,Bandai Namco Entertainment,Double Fine Productions,,,,,,,2019-08-20
RAD,XOne,Action-Adventure,Bandai Namco Entertainment,Double Fine Productions,,,,,,,2019-08-20
RAD,NS,Action-Adventure,Bandai Namco Entertainment,Double Fine Productions,,,,,,,2019-08-20
RAD,PS4,Action-Adventure,Bandai Namco Entertainment,Double Fine Productions,,,,,,,2019-08-20
Ratchet & Clank: Rift Apart,PC,Action-Adventure,PlayStation PC,Insomniac Games,,,,,,,2023-07-26
Rebel Galaxy Outlaw,PC,Action-Adventure,Double Damage Games,Double Damage Games,,,,,,,2019-08-13
Recompile,XS,Action-Adventure,Unknown,Phigames,,,,,,,
Recompile,PC,Action-Adventure,Unknown,Phigames,,,,,,,
Recompile,PS5,Action-Adventure,Unknown,Phigames,,,,,,,
Record of Lodoss War: Deedlit in Wonder Labyrinth,XOne,Action-Adventure,Unknown,Team Ladybug,,,,,,,
Record of Lodoss War: Deedlit in Wonder Labyrinth,XS,Action-Adventure,Unknown,Team Ladybug,,,,,,,
Record of Lodoss War: Deedlit in Wonder Labyrinth,NS,Action-Adventure,Unknown,Team Ladybug,,,,,,,
Record of Lodoss War: Deedlit in Wonder Labyrinth,PS4,Action-Adventure,Unknown,Team Ladybug,,,,,,,
Record of Lodoss War: Deedlit in Wonder Labyrinth,PS5,Action-Adventure,Unknown,Team Ladybug,,,,,,,
ReCore: Definitive Edition,PC,Action-Adventure,Microsoft Studios,Armature Studio,,,,,,,2018-09-14
ReCore: Definitive Edition,XOne,Action-Adventure,Microsoft Studios,Armature Studio,,,,,,,2017-08-29
Red Dead Redemption 2,PC,Action-Adventure,Rockstar Games,Rockstar Games,,,,,,,2019-11-05
Red Matter 2,PC,Action-Adventure,Unknown,Vertical Robot,,,,,,,
Regina & Mac,WiiU,Action-Adventure,Diplodocus Games,Diplodocus Games,,,,,,,2020-01-16
Remothered: Tormented Fathers,NS,Action-Adventure,Soedesco,Stormind Games,,,,,,,2019-09-06
Resident Evil,NS,Action-Adventure,Capcom,Capcom,,,,,,,2019-05-21
Resident Evil,PS4,Action-Adventure,Capcom,Capcom,,,,,,,2015-01-20
Resident Evil,XOne,Action-Adventure,Capcom,Capcom,,,,,,,2015-01-20
Resident Evil 2,PS4,Action-Adventure,Capcom,Capcom,,,,,,,2019-01-25
Resident Evil 2,XOne,Action-Adventure,Capcom,Capcom,,,,,,,2019-01-25
Resident Evil 2,PC,Action-Adventure,Capcom,Capcom,,,,,,,2019-01-25
Resident Evil 3,PC,Action-Adventure,Capcom,Capcom,,,,,,,2020-04-03
Resident Evil 3,PS4,Action-Adventure,Capcom,Capcom,,,,,,,2020-04-03
Resident Evil 3,XOne,Action-Adventure,Capcom,Capcom,,,,,,,2020-04-03
Resident Evil 4,NS,Action-Adventure,Capcom,Capcom,,,,,,,2019-05-21
Resident Evil 4 (2023),PS4,Action-Adventure,Capcom,Capcom,,,,,,,2023-03-24
Resident Evil 4 (2023),PC,Action-Adventure,Capcom,Capcom,,,,,,,2023-03-24
Resident Evil 4 (2023),PS5,Action-Adventure,Capcom,Capcom,,,,,,,2023-03-24
Resident Evil 4 (2023),XS,Action-Adventure,Capcom,Capcom,,,,,,,2023-03-24
Resident Evil 4 VR,PC,Action-Adventure,Unknown,Armature Studio,,,,,,,
Resident Evil 4: Separate Ways,PS4,Action-Adventure,Unknown,Capcom,,,,,,,
Resident Evil 4: Separate Ways,PS5,Action-Adventure,Unknown,Capcom,,,,,,,
Resident Evil 4: Separate Ways,XS,Action-Adventure,Unknown,Capcom,,,,,,,
Resident Evil 4: Separate Ways,PC,Action-Adventure,Unknown,Capcom,,,,,,,
Resident Evil 8: Village,PS5,Action-Adventure,Capcom,Capcom,,,,,,,2021-05-07
Resident Evil 8: Village,PC,Action-Adventure,Capcom,Capcom,,,,,,,2021-12-01
Resident Evil 8: Village,PS4,Action-Adventure,Capcom,Capcom,,,,,,,2021-05-07
Resident Evil 8: Village,XS,Action-Adventure,Capcom,Capcom,,,,,,,2021-12-01
Resident Evil 8: Village,XOne,Action-Adventure,Unknown,Capcom,,,,,,,
Resident Evil Village - Winters' Expansion,PS4,Action-Adventure,Unknown,Capcom,,,,,,,
Resident Evil Village - Winters' Expansion,PS5,Action-Adventure,Unknown,Capcom,,,,,,,
Resident Evil Village - Winters' Expansion,XOne,Action-Adventure,Unknown,Capcom,,,,,,,
Resident Evil Village - Winters' Expansion,XS,Action-Adventure,Unknown,Capcom,,,,,,,
Resident Evil Village - Winters' Expansion,PC,Action-Adventure,Unknown,Capcom,,,,,,,
Resident Evil Village: Shadows of Rose,PC,Action-Adventure,Unknown,Capcom,,,,,,,
Resident Evil Village: Shadows of Rose,XS,Action-Adventure,Unknown,Capcom,,,,,,,
Resident Evil Village: Shadows of Rose,XOne,Action-Adventure,Unknown,Capcom,,,,,,,
Resident Evil Village: Shadows of Rose,PS5,Action-Adventure,Unknown,Capcom,,,,,,,
Resident Evil Village: Shadows of Rose,PS4,Action-Adventure,Unknown,Capcom,,,,,,,
Resident Evil Zero,XOne,Action-Adventure,Capcom,Capcom,,,,,,,2016-01-19
Resident Evil Zero,PS4,Action-Adventure,Capcom,Capcom,,,,,,,2016-01-19
Resident Evil Zero,NS,Action-Adventure,Capcom,Capcom,,,,,,,2019-05-21
Resident Evil: Origins Collection,NS,Action-Adventure,Capcom,Capcom,,,,,,,2019-05-21
Resolutiion,PC,Action-Adventure,Unknown,Monolith of Minds,,,,,,,
Resolutiion,NS,Action-Adventure,Unknown,Monolith of Minds,,,,,,,
Retro City Rampage DX+,Wii,Action-Adventure,Unknown,Vblank Entertainment Inc.,,,,,,,
Return,NS,Action-Adventure,Dead Unicorn,Dead Unicorn,,,,,,,2023-05-29
Return,PC,Action-Adventure,Dead Unicorn,Dead Unicorn,,,,,,,2023-05-29
Risk of Rain,PS4,Action-Adventure,Chucklefish,Hopoo Games,,,,,,,2017-04-26
Road 96,PS4,Action-Adventure,Unknown,DigixArt,,,,,,,
Road 96,PS5,Action-Adventure,Unknown,DigixArt,,,,,,,
Road 96,XOne,Action-Adventure,Unknown,DigixArt,,,,,,,
Road 96,XS,Action-Adventure,Unknown,DigixArt,,,,,,,
Road 96,NS,Action-Adventure,Unknown,DigixArt,,,,,,,
Road 96,PC,Action-Adventure,Unknown,DigixArt,,,,,,,
Rust,XOne,Action-Adventure,Facepunch Studios,Facepunch Studios,,,,,,,2020-12-01
Rust,PS4,Action-Adventure,Facepunch Studios,Facepunch Studios,,,,,,,2020-12-01
Rust,Linux,Action-Adventure,Facepunch Studios,Facepunch Studios,,,,,,,2018-02-08
RWBY: Arrowfell,PS5,Action-Adventure,Unknown,WayForward,,,,,,,
RWBY: Arrowfell,XOne,Action-Adventure,Unknown,WayForward,,,,,,,
RWBY: Arrowfell,XS,Action-Adventure,Unknown,WayForward,,,,,,,
RWBY: Arrowfell,NS,Action-Adventure,Unknown,WayForward,,,,,,,
RWBY: Arrowfell,PC,Action-Adventure,Unknown,WayForward,,,,,,,
RWBY: Arrowfell,PS4,Action-Adventure,Unknown,WayForward,,,,,,,
S.T.A.L.K.E.R. 2,XS,Action-Adventure,GSC Game World,GSC Game World,,,,,,,2021-12-01
S.T.A.L.K.E.R. 2: Heart of Chornobyl,XS,Action-Adventure,Unknown,GSC Game World,,,,,,,
S.T.A.L.K.E.R. 2: Heart of Chornobyl,PC,Action-Adventure,Unknown,GSC Game World,,,,,,,
Saints Row (2022),PS5,Action-Adventure,Unknown,Volition,,,,,,,
Saints Row (2022),XOne,Action-Adventure,Unknown,Volition,,,,,,,
Saints Row (2022),XS,Action-Adventure,Unknown,Volition,,,,,,,
Saints Row (2022),PC,Action-Adventure,Unknown,Volition,,,,,,,
Saints Row (2022),PS4,Action-Adventure,Unknown,Volition,,,,,,,
Saints Row IV: Re-Elected,NS,Action-Adventure,Koch Media,Volition,,,,,,,2020-03-27
Sakuna: Of Rice and Ruin,NS,Action-Adventure,Xseed Games,Edelweiss,,,,,,,2020-11-10
Salt and Sacrifice,PC,Action-Adventure,Ska Studios,Ska Studios,,,,,,,2022-05-10
Salt and Sacrifice,PS4,Action-Adventure,Ska Studios,Ska Studios,,,,,,,2022-05-10
Salt and Sacrifice,PS5,Action-Adventure,Ska Studios,Ska Studios,,,,,,,2022-05-10
Samantha Swift and the Fountains of Fate,PC,Action-Adventure,Mumbo Jumbo,Mumbo Jumbo,,,,,,,2011-03-08
Samantha Swift and the Mystery from Atlantis,PC,Action-Adventure,Unknown,Mumbo Jumbo,,,,,,,
Samurai Jack: Battle Through Time,NS,Action-Adventure,Adult Swim,Soleil Software Studio Inc.,,,,,,,2020-08-21
Samurai Jack: Battle Through Time,PC,Action-Adventure,Adult Swim,Soleil Software Studio Inc.,,,,,,,2020-08-21
Samurai Jack: Battle Through Time,PS4,Action-Adventure,Adult Swim,Soleil Software Studio Inc.,,,,,,,2020-08-21
Samurai Jack: Battle Through Time,XOne,Action-Adventure,Adult Swim,Soleil Software Studio Inc.,,,,,,,2020-08-21
Sand Land,PS4,Action-Adventure,Unknown,"ILCA, Inc.",,,,,,,
Sand Land,PS5,Action-Adventure,Unknown,"ILCA, Inc.",,,,,,,
Sand Land,XOne,Action-Adventure,Unknown,"ILCA, Inc.",,,,,,,
Sand Land,XS,Action-Adventure,Unknown,"ILCA, Inc.",,,,,,,
Sand Land,PC,Action-Adventure,Unknown,"ILCA, Inc.",,,,,,,
Scars Above,PC,Action-Adventure,Unknown,Mad Head Games,,,,,,,
Scars Above,PS4,Action-Adventure,Unknown,Mad Head Games,,,,,,,
Scars Above,PS5,Action-Adventure,Unknown,Mad Head Games,,,,,,,
Scars Above,XOne,Action-Adventure,Unknown,Mad Head Games,,,,,,,
Scars Above,XS,Action-Adventure,Unknown,Mad Head Games,,,,,,,
Scavengers,PC,Action-Adventure,Unknown,Midwinter,,,,,,,
Sea of Thieves,XS,Action-Adventure,Xbox Game Studios,Rare Ltd.,,,,,,,2020-11-10
Sea of Thieves: A Pirate's Life,XOne,Action-Adventure,Unknown,Rare Ltd.,,,,,,,
Sea of Thieves: A Pirate's Life,PC,Action-Adventure,Unknown,Rare Ltd.,,,,,,,
Sea of Thieves: A Pirate's Life,XS,Action-Adventure,Unknown,Rare Ltd.,,,,,,,
Sea of Thieves: Legend of Monkey Island,XS,Action-Adventure,Unknown,Rare Ltd.,,,,,,,
Sea of Thieves: Legend of Monkey Island,PC,Action-Adventure,Unknown,Rare Ltd.,,,,,,,
Sea of Thieves: Legend of Monkey Island,XOne,Action-Adventure,Unknown,Rare Ltd.,,,,,,,
Secret Neighbor,PC,Action-Adventure,TinyBuild Games,Dynamic Pixels,,,,,,,2019-10-24
Secret Neighbor,XOne,Action-Adventure,TinyBuild Games,Dynamic Pixels,,,,,,,2019-10-24
Senua's Saga: Hellblade 2,XS,Action-Adventure,Xbox Game Studios,Ninja Theory,,,,,,,2021-12-01
Senua's Saga: Hellblade 2,PC,Action-Adventure,Xbox Game Studios,Ninja Theory,,,,,,,2021-12-01
Shadow of the Tomb Raider,PC,Action-Adventure,Square Enix,Eidos Montreal,,,,,,,2018-09-14
Shakedown Hawaii,WiiU,Action-Adventure,Unknown,Vblank Entertainment Inc.,,,,,,,
Shakedown: Hawaii,WiiU,Action-Adventure,Vblank Entertainment Inc.,Vblank Entertainment Inc.,,,,,,,2020-08-20
Shakedown: Hawaii,Wii,Action-Adventure,Vblank Entertainment Inc.,Vblank Entertainment Inc.,,,,,,,2020-09-09
Shakedown: Hawaii,PS3,Action-Adventure,Unknown,Vblank Entertainment Inc.,,,,,,,
Shenmue I & II,PC,Action-Adventure,Sega,Sega,5.5,,,,,,2018-08-21
Shenmue III,PS4,Action-Adventure,Deep Silver,Ys Net,6.7,,,,,,2019-11-19
Shenmue III,PC,Action-Adventure,Deep Silver,Ys Net,5.9,,,,,,2019-11-19
Shinsekai: Into the Depths,NS,Action-Adventure,Capcom,Capcom,,,,,,,2020-03-26
Shinsekai: Into the Depths,iOS,Action-Adventure,Unknown,Capcom,,,,,,,
Signalis,NS,Action-Adventure,Unknown,rose-engine,,,,,,,
Signalis,PC,Action-Adventure,Unknown,rose-engine,,,,,,,
Signalis,PS4,Action-Adventure,Unknown,rose-engine,,,,,,,
Signalis,XOne,Action-Adventure,Unknown,rose-engine,,,,,,,
Sinister Assistant,WiiU,Action-Adventure,Ultra Dolphin Revolution,Ultra Dolphin Revolution,,,,,,,2019-02-14
