"CFDA PROGRAM NUMBER","STATE APPLICATION IDENTIFIER (SAI NUMBER)","RECIPIENT NAME","RECIPIENT CITY CODE","RECIPIENT CITY NAME","RECIPIENT COUNTY CODE","RECIPIENT COUNTY NAME","RECIPIENT STATE CODE","RECIPIENT ZIP CODE","TYPE OF RECIPIENT","TYPE OF ACTION","RECIPIENT CONGRESSIONAL DISTRICT","FEDERAL AGENCY/ORGANIZATIONAL UNIT CODE","FEDERAL AWARD IDENTIFIER NUMBER","FEDERAL FUNDING SIGN","FEDERAL FUNDING AMOUNT","NON-FEDERAL FUNDING SIGN","NON-FEDERAL FUNDING AMOUNT","TOTAL FUNDING SIGN","TOTAL FUNDING AMOUNT","OBLIGATION ACTION DATE","STARTING DATE","ENDING DATE","TYPE OF ASSISTANCE TRANSACTION","RECORD TYPE","CORRECTION/LATE INDICATOR ","FISCAL YEAR AND QUARTER CORRECTION","PRINCIPAL PLACE OF PERFORMANCE CODE","PRINCIPAL PLACE OF PERFORMANCE: STATE","PRINCIPAL PLACE OF PERFORMANCE: COUNTY OR CITY","CFDA PROGRAM TITLE","FEDERAL AGENCY NAME","STATE NAME FOR RECIPIENT","PROJECT DESCRIPTION"
"12.800","SAI NOT AVAILABLE","REGENTS OF THE UNIVERSITY OF C","06000","BERKELEY","001","ALAMEDA COUNTY","CALIFORNIA","947045940","Government codes: State controlled institutions of higher education","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010232","","115276","","0","","115276","05/10/2010","05/15/2010","05/14/2013","project grant  (B)","action-by-action reporting","","","0606000","CALIFORNIA","BERKELEY","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","CALIFORNIA","TAS::57 3600::TAS "(YIP-10) FAST, FLEXIBLE, RATIONAL INDUCTIVE INFERENCE" DATED 28 JULY 2009; THE RESEARCH TERMS AND CONDITIONS, 1 JULY 2008"
"12.800","SAI NOT AVAILABLE","REGENTS OF THE UNIVERSITY OF C","06000","BERKELEY","001","ALAMEDA COUNTY","CALIFORNIA","947045940","Government codes: State controlled institutions of higher education","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010214","","190923","","0","","190923","05/07/2010","05/15/2010","05/14/2013","project grant  (B)","action-by-action reporting","","","0606000","CALIFORNIA","BERKELEY","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","CALIFORNIA","TAS::57 3600::TAS "ENGINEERING ULTRASTABLE PROTEIN FILAMENTS INTO 2D AND 3D TEMPLATES FOR ADVANCED NANOMATERIALS:  A NEW DIMENSION IN MATERIALS DESIG"
"12.800","SAI NOT AVAILABLE","THE REGENTS OF THE UNIVERSITY","61152","RIVERSIDE","023","HUMBOLDT COUNTY","CALIFORNIA","925210001","Government codes: State controlled institutions of higher education","new assistance action","01","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010322","","388182","","0","","388182","06/23/2010","07/01/2010","06/30/2011","project grant  (B)","action-by-action reporting","","","0661152","CALIFORNIA","RIVERSIDE","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","CALIFORNIA","TAS::57 3600::TAS"DURIP10 PROCUREMENT OF A NANOINDENTER FOR STRUCTURE-FUNCTION ANALYSES OF BIOLOGICALLY INSPIRED HIGH PERFORMANCE COMPOSITE MATERIALS"
"12.800","SAI NOT AVAILABLE","CALIFORNIA INSTITUTE OF TECHNO","56000","PASADENA","037","LOS ANGELES COUNTY","CALIFORNIA","911250001","Private: private higher education","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010086","","147288","","0","","147288","04/14/2010","04/15/2010","04/14/2013","project grant  (B)","action-by-action reporting","","","0656000","CALIFORNIA","PASADENA","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","CALIFORNIA","TAS::57 3600::TAS "(YIP-10) QUANTITATIVE INVESTIGATION OF HIGH LEVEL CONTROL OF FREE-FLIGHT BEHAVIOR IN FLIES,""
"12.800","SAI NOT AVAILABLE","CALIFORNIA INSTITUTE OF TECHNO","56000","PASADENA","037","LOS ANGELES COUNTY","CALIFORNIA","911250001","Private: private higher education","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010262","","315306","","0","","315306","06/16/2010","06/15/2010","06/14/2013","project grant  (B)","action-by-action reporting","","","0656000","CALIFORNIA","PASADENA","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","CALIFORNIA","TAS::57 3600::TAS "DISPERSION, MIXING, AND COMBUSTION IN UNIFORM- AND VARIABLE-DENSITY AIR-BREATHING HIGH-SPEED PROPULSION FLOWS""
"12.800","SAI NOT AVAILABLE","QUALLION LLC","44000","LOS ANGELES","037","LOS ANGELES COUNTY","CALIFORNIA","913423728","Private: profit organization","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA86500625514   0009","","5672013","","1964871","","7636884","04/26/2010","09/29/2006","12/29/2011","cooperative agreement  (B)","action-by-action reporting","","","0644000","CALIFORNIA","LOS ANGELES","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","CALIFORNIA","LITHIUM ION BATTERIES"
"12.800","SAI NOT AVAILABLE","THE REGENTS OF THE UNIVERSITY","44000","LOS ANGELES","037","LOS ANGELES COUNTY","CALIFORNIA","900246523","Government codes: State controlled institutions of higher education","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010181","","5000","","0","","5000","04/30/2010","05/01/2010","06/30/2010","project grant  (B)","action-by-action reporting","","","0644000","CALIFORNIA","LOS ANGELES","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","CALIFORNIA","TAS::57 3600::TAS "WORKSHOP ON COMPOUND SEMICONDUCTOR MATERIALS AND DEVICES (WOCSEMMAD 2010)," DATED 19 AUG 09 (THE GRANTEE'S TECHNICAL PROPOSAL)"
"12.800","SAI NOT AVAILABLE","UNIVERSITY OF SOUTHERN CALIFOR","44000","LOS ANGELES","037","LOS ANGELES COUNTY","CALIFORNIA","900890001","Private: private higher education","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010144","","120000","","0","","120000","04/16/2010","04/15/2010","04/14/2013","project grant  (B)","action-by-action reporting","","","0644000","CALIFORNIA","LOS ANGELES","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","CALIFORNIA","TAS::57 3600::TAS "(YIP-10) BIOTIC-ABIOTIC NANOSCALE INTERACTIONS IN BIOLOGICAL FUEL CELLS" DATED 20 JULY 2009; THE RESEARCH TERMS AND CONDITIONS,"
"12.800","SAI NOT AVAILABLE","THE REGENTS OF THE UNIVERSITY","46898","MERCED","047","MERCED COUNTY","CALIFORNIA","953435001","Government codes: State controlled institutions of higher education","new assistance action","18","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010148","","144344","","0","","144344","04/21/2010","05/01/2010","04/30/2013","project grant  (B)","action-by-action reporting","","","0646898","CALIFORNIA","MERCED","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","CALIFORNIA","TAS::57 3600::TAS  "HIGH-FIDELITY THERMAL RADIATION MODELS & MEASUREMENTS FOR HIGH-PRESSURE REACTING LAMINAR&TURBULENT FLOWS, 6 APR 09"
"12.800","SAI NOT AVAILABLE","REGENTS OF THE UNIVERSITY OF C","57526","PLACENTIA","059","ORANGE COUNTY","CALIFORNIA","920931500","Government codes: State controlled institutions of higher education","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010112","","179432","","0","","179432","04/15/2010","04/15/2010","04/14/2013","project grant  (B)","action-by-action reporting","","","0657526","CALIFORNIA","PLACENTIA","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","CALIFORNIA","TAS 57 3600::TAS "OPTICAL, BIOCHEMICAL AND MOLECULAR CHARACTERIZATION OF NEW FLUORESCENT AND LUMINESCENT SYSTEMS,""
"12.800","SAI NOT AVAILABLE","THE REGENTS OF THE UNIVERSITY","36770","IRVINE","059","ORANGE COUNTY","CALIFORNIA","926970001","Government codes: State controlled institutions of higher education","revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction - amount of the <u>change</u> in funding)","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95500810103   0004","","139374","","0","","139374","04/27/2010","05/01/2010","11/30/2010","project grant  (B)","action-by-action reporting","","","0636770","CALIFORNIA","IRVINE","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","CALIFORNIA","TAS::36 5700::TAS "HIGH-Q PHOTONIC-CRYSTAL CAVITIES FOR LIGHT AMPLIFICATION AND LASING,""
"12.800","SAI NOT AVAILABLE","THE REGENTS OF THE UNIVERSITY","69070","SANTA BARBARA","083","SANTA BARBARA COUNTY","CALIFORNIA","931060001","Government codes: State controlled institutions of higher education","revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction - amount of the <u>change</u> in funding)","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95500810461   0002","","243000","","0","","243000","06/16/2010","09/01/2010","08/31/2011","project grant  (B)","action-by-action reporting","","","0669070","CALIFORNIA","SANTA BARBARA","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","CALIFORNIA","TAS::57 3600::TAS "DEVELOPMENT OF ADVANCED III-NITRIDE MATERIALS""
"12.800","SAI NOT AVAILABLE","THE REGENTS OF THE UNIVERSITY","69070","SANTA BARBARA","083","SANTA BARBARA COUNTY","CALIFORNIA","931060001","Government codes: State controlled institutions of higher education","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010292","","57137","","0","","57137","06/16/2010","06/15/2010","06/14/2011","project grant  (B)","action-by-action reporting","","","0669070","CALIFORNIA","SANTA BARBARA","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","CALIFORNIA","TAS::57 3600::TAS"(DURIP 10) HELIX PROJECT TESTBED: TOWARDS THE SELF-REGENERATIVE INCORRUPTIBLE ENTERPRISE,""
"12.800","SAI NOT AVAILABLE","THE REGENTS OF THE UNIVERSITY","69070","SANTA BARBARA","083","SANTA BARBARA COUNTY","CALIFORNIA","931060001","Government codes: State controlled institutions of higher education","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010143","","315942","","0","","315942","04/30/2010","05/01/2010","04/30/2013","project grant  (B)","action-by-action reporting","","","0669070","CALIFORNIA","SANTA BARBARA","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","CALIFORNIA","TAS::57 3600::TAS "MULTI-SCALE UNCERTAINTY PROPAGATION IN DYNAMICAL SYSTEMS,""
"12.800","SAI NOT AVAILABLE","THE REGENTS OF THE UNIVERSITY","69070","SANTA BARBARA","083","SANTA BARBARA COUNTY","CALIFORNIA","931060001","Government codes: State controlled institutions of higher education","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010119","","150000","","0","","150000","04/02/2010","04/01/2010","03/31/2015","project grant  (B)","action-by-action reporting","","","0669070","CALIFORNIA","SANTA BARBARA","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","CALIFORNIA","TAS::57 3600::TAS "MULTI BANDGAP PHOTODETECTORS WITH BURIED EPITAXIAL METALLIC CONTACTS""
"12.800","SAI NOT AVAILABLE","LELAND STANFORD JUNIOR UNIVERS","73906","STANFORD","085","SANTA CLARA COUNTY","CALIFORNIA","943057209","Private: private higher education","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010301","","4896","","0","","4896","06/04/2010","06/15/2010","12/14/2010","project grant  (B)","action-by-action reporting","","","0673906","CALIFORNIA","STANFORD","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","CALIFORNIA","TAS::57 3600::TAS "MMDS 2010: WORKSHOP ON ALGORITHMS FOR MODERN MASSIVE DATA SETS" DATED 12 MAY 2010 ; THE RESEARCH TERMS AND  CONDITIONS, 1 JULY 200"
"12.800","SAI NOT AVAILABLE","LELAND STANFORD JUNIOR UNIVERS","73906","STANFORD","085","SANTA CLARA COUNTY","CALIFORNIA","943057209","Private: private higher education","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010235","","151666","","0","","151666","05/11/2010","05/15/2010","05/14/2013","project grant  (B)","action-by-action reporting","","","0673906","CALIFORNIA","STANFORD","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","CALIFORNIA","TAS::57 3600::TAS "KINETIC STUDIES OF REACTIONS IN SOLUTION USING FAST MASS SPECTROMETRY" DATED 25 FEB 2009; THE RESEARCH TERMS AND CONDITIONS,"
"12.800","SAI NOT AVAILABLE","REGENTS OF THE UNIVERSITY OF C","18100","DAVIS","113","YOLO COUNTY","CALIFORNIA","956186134","Government codes: State controlled institutions of higher education","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010316","","60000","","0","","60000","06/17/2010","06/15/2010","06/14/2011","project grant  (B)","action-by-action reporting","","","0618100","CALIFORNIA","DAVIS","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","CALIFORNIA","TAS::57 3600::TAS "(DURIP-10) HELIX PROJECT TESTBED: TOWARDS THE SELF-REGENERATIVE INCORRUPTIBLE ENTERPRISE" DATED 14 SEPT 2009;"
"81.113","SAI EXEMPT","UNIVERSITY OF CALIFORNIA, DAVIS","18100","DAVIS","113","YOLO COUNTY","CALIFORNIA","956180000","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","ENERGY, DEPARTMENT OF","FG52-09NA29464  A001","","150000","","0","","150000","06/08/2010","09/28/2009","09/30/2011","project grant  (B)","action-by-action reporting","","","0618100","CALIFORNIA","DAVIS","DEFENSE NUCLEAR NONPROLIFERATION RESEARCH","ENERGY, DEPARTMENT OF","CALIFORNIA","SSAA:  MAGNETIC & STRUCTURAL PROPERTIES OF F-ELECTRON SYSTEMS AT HIGH PRESSURE EXPERIEMENTS & THEORY"
"84.328","SAI NOT AVAILABLE","DISABILITY RIGHTS EDUCATION & DEFENSE FUND IN","06000","BERKELEY","001","ALAMEDA COUNTY","CALIFORNIA","94710","Nonprofit agencies: other nonprofit","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","EDUCATION, DEPARTMENT OF","H328C090021","","100000","","0","","100000","05/18/2010","10/01/2010","09/30/2011","project grant  (B)","action-by-action reporting","","","0606000","CALIFORNIA","BERKELEY","SPECIAL EDUCATION-PARENT INFORMATION CENTERS","EDUCATION, DEPARTMENT OF","CALIFORNIA","SPECIAL EDUCATION-TRAINING AND INFORMATION FOR PARENTS OF CHILDREN WITH DISABILITIES - COMMUNITY PARENT RESOURCE CENTERS"
"12.800","SAI NOT AVAILABLE","UNIVERSITY OF COLORADO","20000","DENVER","031","DENVER COUNTY","COLORADO","803090001","Government codes: State controlled institutions of higher education","new assistance action","01","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010135","","200000","","0","","200000","04/27/2010","05/01/2010","04/30/2013","project grant  (B)","action-by-action reporting","","","0820000","COLORADO","DENVER","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","COLORADO",""ATOM TRANSISTORS 15 JUNE 2009" (THE GRANTEE'S TECHNICAL PROPOSAL); THE RESEARCH TERMS AND CONDITIONS, 1 JULY 2008 (HTTP://WWW.NSF.GOV/BFA/DIAS/POLIC"
"12.800","SAI NOT AVAILABLE","UNIVERSITY OF COLORADO","16000","COLORADO SPRINGS","041","EL PASO COUNTY","COLORADO","809183735","Government codes: State controlled institutions of higher education","revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction - amount of the <u>change</u> in funding)","05","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95500910713   0002","","22000","","0","","22000","06/11/2010","09/30/2009","09/29/2013","project grant  (B)","action-by-action reporting","","","0816000","COLORADO","COLORADO SPRINGS","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","COLORADO","TAS::57 3600::TAS  "PARTNERSHIP IN INNOVATIVE PREPARATION FOR EDUCATORS AND STUDENTS (PIPES)""
"12.800","SAI NOT AVAILABLE","TRUSTEES OF THE COLORADO SCHOO","30835","GOLDEN","059","JEFFERSON COUNTY","COLORADO","804011887","Government codes: State controlled institutions of higher education","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010319","","500412","","0","","500412","06/10/2010","06/15/2010","06/14/2013","project grant  (B)","action-by-action reporting","","","0830835","COLORADO","GOLDEN","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","COLORADO","TAS::97 0400::TAS "NDEP/NSSEFF - FUNDAMENTAL STUDY OF SHALLOW -SUBSURFACE MULTIPHASE PROCESSES AFFECTED BY HEAT""
"12.800","SAI NOT AVAILABLE","COLORADO STATE UNIVERSITY","27425","FORT COLLINS","069","LARIMER COUNTY","COLORADO","805230001","Government codes: State controlled institutions of higher education","revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction - amount of the <u>change</u> in funding)","04","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95500810031   0003","","199800","","0","","199800","06/23/2010","12/01/2009","11/30/2010","project grant  (B)","action-by-action reporting","","","0827425","COLORADO","FORT COLLINS","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","COLORADO","TAS::57 3600::TAS "(PECASE) NON-EVAPORATIVE COOLING VIA INELASTIC COLLISIONS IN AN OPTICAL TRAP""
"12.800","SAI NOT AVAILABLE","UNIVERSITY OF NORTHERN COLORAD","32155","GREELEY","123","WELD COUNTY","COLORADO","806396900","Government codes: State controlled institutions of higher education","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010234","","5000","","0","","5000","05/07/2010","05/15/2010","08/14/2010","project grant  (B)","action-by-action reporting","","","0832155","COLORADO","GREELEY","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","COLORADO","TAS::57 3600::TAS "SUPPORT FOR STUDENTS TO ATTEND THE 41ST ANNUAL DAMOP MEETING ""
"12.800","SAI NOT AVAILABLE","UNITED TECHNOLOGIES CORPORATIO","22700","EAST HARTFORD","003","HARTFORD COUNTY","CONNECTICUT","061080968","Private: profit organization","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA86500825249   0003","","220000","","313717","","533717","05/25/2010","10/10/2008","07/31/2011","cooperative agreement  (B)","action-by-action reporting","","","0922700","CONNECTICUT","EAST HARTFORD","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","CONNECTICUT","FA8650-08-2-5249 (MAI II AGREEMENT ORDER 16)"
"12.800","SAI NOT AVAILABLE","UNITED TECHNOLOGIES CORPORATIO","22700","EAST HARTFORD","003","HARTFORD COUNTY","CONNECTICUT","061080968","Private: all other","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA86500725201   0006","","700000","","0","","700000","05/27/2010","01/25/2007","01/24/2014","cooperative agreement  (B)","action-by-action reporting","","","0922700","CONNECTICUT","EAST HARTFORD","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","CONNECTICUT","FA8650-07-2-5201  (MAI II AGREEMENT ORDER 1)"
"12.800","SAI NOT AVAILABLE","UNITED TECHNOLOGIES CORPORATIO","22700","EAST HARTFORD","003","HARTFORD COUNTY","CONNECTICUT","061080968","Private: profit organization","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","F336150225201   0017","","33002","","0","","33002","06/02/2010","07/15/2002","12/24/2010","cooperative agreement  (B)","action-by-action reporting","","","0922700","CONNECTICUT","EAST HARTFORD","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","CONNECTICUT",""ADVANCED TURBINE LIFE PREDICTION SYSTEM""
