"CFDA PROGRAM NUMBER","STATE APPLICATION IDENTIFIER (SAI NUMBER)","RECIPIENT NAME","RECIPIENT CITY CODE","RECIPIENT CITY NAME","RECIPIENT COUNTY CODE","RECIPIENT COUNTY NAME","RECIPIENT STATE CODE","RECIPIENT ZIP CODE","TYPE OF RECIPIENT","TYPE OF ACTION","RECIPIENT CONGRESSIONAL DISTRICT","FEDERAL AGENCY/ORGANIZATIONAL UNIT CODE","FEDERAL AWARD IDENTIFIER NUMBER","FEDERAL FUNDING SIGN","FEDERAL FUNDING AMOUNT","NON-FEDERAL FUNDING SIGN","NON-FEDERAL FUNDING AMOUNT","TOTAL FUNDING SIGN","TOTAL FUNDING AMOUNT","OBLIGATION ACTION DATE","STARTING DATE","ENDING DATE","TYPE OF ASSISTANCE TRANSACTION","RECORD TYPE","CORRECTION/LATE INDICATOR ","FISCAL YEAR AND QUARTER CORRECTION","PRINCIPAL PLACE OF PERFORMANCE CODE","PRINCIPAL PLACE OF PERFORMANCE: STATE","PRINCIPAL PLACE OF PERFORMANCE: COUNTY OR CITY","CFDA PROGRAM TITLE","FEDERAL AGENCY NAME","STATE NAME FOR RECIPIENT","PROJECT DESCRIPTION"
"12.910","SAI NOT AVAILABLE","MEDICAGO USA INC","19000","DURHAM","063","DURHAM COUNTY","NORTH CAROLINA","277035420","Private: profit organization","new assistance action","04","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00111030005","","20989034","","0","","20989034","08/09/2010","08/09/2010","10/31/2011","other reimbursable, contingent, intangible, or indirect financial assistance","action-by-action reporting","","","3719000","NORTH CAROLINA","DURHAM","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","NORTH CAROLINA","H1N1 ACCELERATION (BLUE ANGEL)"
"12.910","SAI NOT AVAILABLE","TRUSTEES OF THE UNIVERSITY OF","60000","PHILADELPHIA","101","PHILADELPHIA COUNTY","PENNSYLVANIA","191046205","Private: private higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00110810004   0003","","300000","","0","","300000","08/17/2010","08/17/2010","08/15/2011","project grant  (B)","action-by-action reporting","","","4260000","PENNSYLVANIA","PHILADELPHIA","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","PENNSYLVANIA","MADCAT CHINESE PILOT HANDWRITING COLLECTION"
"12.910","SAI NOT AVAILABLE","GORDON RESEARCH CONFERENCES IN","78080","WEST KINGSTON","009","WASHINGTON COUNTY","RHODE ISLAND","028921502","Nonprofit agencies: other nonprofit","new assistance action","02","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","FA95501010566","","7500","","0","","7500","09/28/2010","09/30/2010","09/29/2011","project grant  (B)","action-by-action reporting","","","4478080","RHODE ISLAND","WEST KINGSTON","RESEARCH AND TECHNOLOGY DEVELOPMENT","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","RHODE ISLAND","TAS::97 0400::TAS "2011 GRC ON CLUSTERS, NANOCRYSTALS & NANOSTRUCTURES""
"12.630","SAI NOT AVAILABLE","ADVANCED TECHNOLOGY INSTITUTE","13330","CHARLESTON","019","CHARLESTON COUNTY","SOUTH CAROLINA","294186937","Nonprofit agencies: other nonprofit","new assistance action","90","DOD-DEFENSE CONTRACT MANAGEMENT AGENCY","W9132T1020037","","53458","","38420","","91878","08/17/2010","08/17/2010","04/16/2011","cooperative agreement  (B)","action-by-action reporting","","","4513330","SOUTH CAROLINA","CHARLESTON","BASIC APPLIED AND ADVANCED RESEARCH IN SCIENCE AND ENGINEERING","DOD-DEFENSE CONTRACT MANAGEMENT AGENCY","SOUTH CAROLINA","ENERGY INDEPENDENCE & SECURITY INITIATIVE AT FORT SUMTER NATIONAL MONUMENT SC"
"12.599","SAI NOT AVAILABLE","RIVERSIDE GENERAL HOSPITAL, IN","35000","HOUSTON","201","HARRIS COUNTY","TEXAS","770043213","Nonprofit agencies: other nonprofit","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HQ00341010008","","1000000","","0","","1000000","09/30/2010","09/30/2010","09/29/2011","project grant  (B)","action-by-action reporting","","","4835000","TEXAS","HOUSTON","CONGRESSIONALLY DIRECTED ASSISTANCE","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","TEXAS","PROVIDE SERVICES AND A FACILITY TO TREAT PTSD"
"12.910","SAI NOT AVAILABLE","SOUTHERN METHODIST UNIVERSITY","99113","DALLAS COUNTY","113","DALLAS COUNTY","TEXAS","752750302","Private: private higher education","new assistance action","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00111010074","","857833","","0","","857833","08/27/2010","08/27/2010","08/27/2011","project grant  (B)","action-by-action reporting","","","4899113","TEXAS","DALLAS COUNTY","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","TEXAS","NEUROPHOTONIC RESEARCH CENTER: A FOCUSED COLLABORATION DEVELOPING A COMPLETE NEUROPHOTONIC"
"12.800","SAI NOT AVAILABLE","INSTITUTE OF NAVIGATION, INC","48952","MANASSAS","683","MANASSAS","VIRGINIA","220302520","Private: all other","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA86511020002","","99985","","0","","99985","07/13/2010","07/15/2010","07/14/2011","cooperative agreement  (B)","action-by-action reporting","","","5148952","VIRGINIA","MANASSAS","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","VIRGINIA","TAS # 970400 -- NATIONAL DEFENSE EDUCATION PROGRAM (NDEP) - SCIENCE, TECHNOLOGY, ENGINEERING, AND MATHEMATICS (STEM) EDUCATION"
"12.599","SAI NOT AVAILABLE","THE MARSHALL LEGACY INSTITUTE","03000","ARLINGTON","013","ARLINGTON COUNTY","VIRGINIA","222013326","Nonprofit agencies: other nonprofit","new assistance action","08","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HQ00341010007","","500000","","0","","500000","08/03/2010","08/03/2010","08/02/2011","project grant  (B)","action-by-action reporting","","","5103000","VIRGINIA","ARLINGTON","CONGRESSIONALLY DIRECTED ASSISTANCE","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","VIRGINIA","DISTINCT PROGRAMS TO HELP COUNTRIES DEVELOP: SRI LANKA & ANGOLA"
"12.630","SAI NOT AVAILABLE","NATIONAL WILDLIFE FEDERATION","66672","RESTON","059","FAIRFAX COUNTY","VIRGINIA","201905362","Nonprofit agencies: other nonprofit","new assistance action","90","DOD-DEFENSE CONTRACT MANAGEMENT AGENCY","W9132T1020028","","92701","","0","","92701","07/08/2010","07/08/2010","12/31/2011","cooperative agreement  (B)","action-by-action reporting","","","5166672","VIRGINIA","RESTON","BASIC APPLIED AND ADVANCED RESEARCH IN SCIENCE AND ENGINEERING","DOD-DEFENSE CONTRACT MANAGEMENT AGENCY","VIRGINIA","LEGACY PROPOSAL: CLIMATE CHANGE VULNERABILITY ASSESSMENT GUIDANCE FOR CONSERVING DOD ECOLOGICAL RESOURCES"
"12.630","SAI NOT AVAILABLE","VERSAR INC","74592","SPRINGFIELD","059","FAIRFAX COUNTY","VIRGINIA","221514175","Private: small business","new assistance action","90","DOD-DEFENSE CONTRACT MANAGEMENT AGENCY","W9132T1020036","","98291","","0","","98291","07/12/2010","07/13/2010","05/31/2011","cooperative agreement  (B)","action-by-action reporting","","","5174592","VIRGINIA","SPRINGFIELD","BASIC APPLIED AND ADVANCED RESEARCH IN SCIENCE AND ENGINEERING","DOD-DEFENSE CONTRACT MANAGEMENT AGENCY","VIRGINIA","LEGACY PROPOSAL:  INTEGRATING MILITARY TRAINING & ARCHAEOLOGICAL SITE INTEGRITY"
"12.910","SAI NOT AVAILABLE","RECTOR AND VISITORS OF THE UNI","14968","CHARLOTTESVILLE","540","CHARLOTTESVILLE","VIRGINIA","229034833","Private: private higher education","new assistance action","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00111010072","","475000","","0","","475000","09/24/2010","09/24/2010","09/25/2012","project grant  (B)","action-by-action reporting","","","5114968","VIRGINIA","CHARLOTTESVILLE","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","VIRGINIA","RECONFIGURABLE ARRAY OF MAGNETIC AUTOMATA (RAMA): A NEW PARADIGM FOR NON-VOLATILE LOGIC"
"12.910","SAI NOT AVAILABLE","CORPORATION FOR NATIONAL RESEA","66672","RESTON","059","FAIRFAX COUNTY","VIRGINIA","201915469","Private: private higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","MDA9720310022   0020","","850000","","0","","850000","08/01/2010","08/01/2010","07/31/2011","project grant  (B)","action-by-action reporting","","","5166672","VIRGINIA","RESTON","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","VIRGINIA","DISTRIBUTED MICRO-ELETRO-MECHNICAL SYSTEMS PROCESSING ENVIRONMENT"
"12.910","SAI NOT AVAILABLE","CORPORATION FOR NATIONAL RESEA","66672","RESTON","059","FAIRFAX COUNTY","VIRGINIA","201915469","Nonprofit agencies: other nonprofit","new assistance action","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00111020004","","1300000","","0","","1300000","09/03/2010","09/03/2010","09/02/2012","cooperative agreement  (B)","action-by-action reporting","","","5166672","VIRGINIA","RESTON","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","VIRGINIA","INFORMATION INNOVATION OFFICE (I20) TRANSFORMATION APPS PROGRAM"
"12.610","SAI NOT AVAILABLE","MATANUSKA-SUSITNA BOROUGH","58660","PALMER","170","MATANUSKA-SUSITNA","ALASKA","996456411","Government codes: county government","funding adjustment to completed project","00","DOD-OFFICE OF THE SECRETARY OF DEFENSE","OEA9900810014   0000","-","7623","","0","-","7623","08/09/2010","01/01/2008","08/30/2010","project grant  (B)","action-by-action reporting","","","0258660","ALASKA","PALMER","COMMUNITY ECONOMIC ADJUSTMENT PLANNING ASSISTANCE FOR JOINT LAND USE STUDI","DOD-OFFICE OF THE SECRETARY OF DEFENSE","ALASKA","ENCROACHMENT (EN) TO PROVIDE FINANCIAL AND TECHNICAL ASSISTANCE TO FORT RICHARDSON, ELMENDORF AIR FORCE BASE, THE MUNICIPALITY OF ANCHORAGE, AND RELA"
"12.607","SAI NOT AVAILABLE","MESA, CITY OF","46000","MESA","013","MARICOPA COUNTY","ARIZONA","852017320","Government codes: city or township government","new assistance action","90","DOD-OFFICE OF THE SECRETARY OF DEFENSE","HQ00051010085","","128875","","0","","128875","08/19/2010","06/01/2010","04/30/2011","project grant  (B)","action-by-action reporting","","","0446000","ARIZONA","MESA","COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR ESTABLISHMENT, EXPANSION, REA","DOD-OFFICE OF THE SECRETARY OF DEFENSE","ARIZONA","BASE CLOSURE (CL) TO EVALUATE COMMUNITY NEEDS AND CAPABILITIES, AND PROVIDE ADJUSTMENT ASSISTANCE IN RESPONSE TO THE CLOSURE OF THE AIR FORCE RESEARC"
"12.114","SAI NOT AVAILABLE","GARRETT COMMUNITY COLLEGE","66000","SAN DIEGO","073","SAN DIEGO COUNTY","CALIFORNIA","215411265","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","W15QKN0610101   015","","368271","","0","","368271","09/14/2010","06/16/2006","06/16/2011","project grant  (B)","action-by-action reporting","","","0666000","CALIFORNIA","SAN DIEGO","COLLABORATIVE RESEARCH AND DEVELOPMENT","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","CALIFORNIA","MATERIALS WORLD MODULES DISSEMENATION GRANT"
"12.114","SAI NOT AVAILABLE","NORTHWESTERN UNIVERSITY","66000","SAN DIEGO","073","SAN DIEGO COUNTY","CALIFORNIA","602080001","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","W15QKN0610102   007","","146000","","0","","146000","08/11/2010","08/01/2006","08/01/2011","project grant  (B)","action-by-action reporting","","","0666000","CALIFORNIA","SAN DIEGO","COLLABORATIVE RESEARCH AND DEVELOPMENT","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","CALIFORNIA","MATERIALS WORLD MODULES OUTREACH PROGRAM"
"12.910","SAI NOT AVAILABLE","THE REGENTS OF THE UNIVERSITY","57526","PLACENTIA","059","ORANGE COUNTY","CALIFORNIA","920935004","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00111010005   0003","","97668","","0","","97668","08/26/2010","11/12/2009","08/26/2011","project grant  (B)","action-by-action reporting","","","0657526","CALIFORNIA","PLACENTIA","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","CALIFORNIA","HYBRID CONTACT LENS/HEAD-MOUNTED BINOCULAR TELESCOPE"
"12.607","SAI NOT AVAILABLE","PIKES PEAK AREA COUNCIL OF GOV","27370","FORT CARSON","041","EL PASO COUNTY","COLORADO","809051501","Private: all other","new assistance action","05","DOD-OFFICE OF THE SECRETARY OF DEFENSE","HQ00051010064","","493191","","0","","493191","07/08/2010","07/01/2010","06/30/2011","project grant  (B)","action-by-action reporting","","","0827370","COLORADO","FORT CARSON","COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR ESTABLISHMENT, EXPANSION, REA","DOD-OFFICE OF THE SECRETARY OF DEFENSE","COLORADO","BASE REALIGNMENT (RA) TO EVALUATE COMMUNITY NEEDS AND CAPABILITIES, AND PROVIDE GROWTH MANAGEMENT ASSISTANCE IN SUPPORT OF EXPANDED MISSIONS AT FORT"
"12.611","SAI NOT AVAILABLE","EAST HARTFORD, TOWN OF","22700","EAST HARTFORD","003","HARTFORD COUNTY","CONNECTICUT","061083140","Government codes: city or township government","new assistance action","90","DOD-OFFICE OF THE SECRETARY OF DEFENSE","HQ00051010096","","990000","","110000","","1100000","09/21/2010","10/01/2010","09/30/2011","project grant  (B)","action-by-action reporting","","","0922700","CONNECTICUT","EAST HARTFORD","COMMUNITY ECONOMIC ADJUSTMENT PLANNING ASSISTANCE FOR REDUCTIONS IN DEFENS","DOD-OFFICE OF THE SECRETARY OF DEFENSE","CONNECTICUT","CONTRACT REDUCTION (CR) TO EVALUATE AND RESPOND TO THE NEED FOR ECONOMIC ADJUSTMENT ASSISTANCE TO THE HARTFORD, CT REGION INCLUDING AFFECTED PORTIONS"
"12.599","SAI NOT AVAILABLE","THE AMERICAN RED CROSS","50000","WASHINGTON","001","DISTRICT OF COLUMBIA","DISTRICT OF COLUMBIA","200065009","Nonprofit agencies: other nonprofit","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","98","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HQ00340810021   0005","","22162500","","0","","22162500","07/01/2010","06/25/2010","06/24/2013","project grant  (B)","action-by-action reporting","","","1150000","DISTRICT OF COLUMBIA","WASHINGTON","CONGRESSIONALLY DIRECTED ASSISTANCE","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","DISTRICT OF COLUMBIA","TO PROVIDE ASSISTANCE TO THE ARMED FORCES DEPT. OPERATIONS"
"12.300","SAI NOT AVAILABLE","POPULATION SERVICES INTERNATIO","50000","WASHINGTON","001","DISTRICT OF COLUMBIA","DISTRICT OF COLUMBIA","200363605","Nonprofit agencies: other nonprofit","revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction - amount of the <u>change</u> in funding)","98","DOD-DEFENSE CONTRACT MANAGEMENT AGENCY","N002441010010   0002","","300000","","0","","300000","09/22/2010","09/30/2010","09/30/2012","project grant  (B)","action-by-action reporting","","","1150000","DISTRICT OF COLUMBIA","WASHINGTON","BASIC AND APPLIED SCIENTIFIC RESEARCH","DOD-DEFENSE CONTRACT MANAGEMENT AGENCY","DISTRICT OF COLUMBIA","PEFAR MOZAMBIQUE AIDS RELIEF"
"12.630","SAI NOT AVAILABLE","NATIONAL ENVIRONMENTAL EDUCATI","50000","WASHINGTON","001","DISTRICT OF COLUMBIA","DISTRICT OF COLUMBIA","200082326","Nonprofit agencies: other nonprofit","revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction - amount of the <u>change</u> in funding)","98","DOD-DEFENSE CONTRACT MANAGEMENT AGENCY","W9132T1020029   0001","","82065","","0","","82065","08/31/2010","07/02/2010","12/31/2010","cooperative agreement  (B)","action-by-action reporting","","","1150000","DISTRICT OF COLUMBIA","WASHINGTON","BASIC APPLIED AND ADVANCED RESEARCH IN SCIENCE AND ENGINEERING","DOD-DEFENSE CONTRACT MANAGEMENT AGENCY","DISTRICT OF COLUMBIA","LEGACY PROPOSAL:  NATIONAL PUBLIC LANDS DAY"
"12.610","SAI NOT AVAILABLE","SOUTHERN GEORGIA REGIONAL COMM","78800","VALDOSTA","185","LOWNDES COUNTY","GEORGIA","316015901","Private: all other","new assistance action","90","DOD-OFFICE OF THE SECRETARY OF DEFENSE","HQ00051010103","","162000","","18000","","180000","09/24/2010","10/01/2010","04/30/2012","project grant  (B)","action-by-action reporting","","","1378800","GEORGIA","VALDOSTA","COMMUNITY ECONOMIC ADJUSTMENT PLANNING ASSISTANCE FOR JOINT LAND USE STUDI","DOD-OFFICE OF THE SECRETARY OF DEFENSE","GEORGIA","ENCROACHMENT (EN) TO PROVIDE FINANCIAL AND TECHNICAL ASSISTANCE TO MOODY AIR FORCE BASE (AFB); LOWNDES, BERRIEN AND LANIER COUNTIES; AND THE CITY OF"
"12.910","SAI NOT AVAILABLE","GEORGIA TECH RESEARCH CORPORAT","04000","ATLANTA","121","FULTON COUNTY","GEORGIA","303320001","Nonprofit agencies: other nonprofit","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00111010075   0001","","939843","","0","","939843","09/09/2010","09/08/2010","09/09/2011","project grant  (B)","action-by-action reporting","","","1304000","GEORGIA","ATLANTA","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","GEORGIA","MULTIMODAL MULTIPLEXED INTEGRATED PHOTONIC SENSORS FOR CHEMICAL AND BIOLOGICAL SENSING"
"12.600","SAI NOT AVAILABLE","CHICAGO MAGNESIUM CASTING COMP","06704","BLUE ISLAND","031","COOK COUNTY","ILLINOIS","604063779","Private: profit organization","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-OFFICE OF THE SECRETARY OF DEFENSE","HQ00051010046   0002","","1114916","","0","","1114916","09/21/2010","10/01/2007","12/31/2011","project grant  (B)","action-by-action reporting","","","1706704","ILLINOIS","BLUE ISLAND","COMMUNITY ECONOMIC ADJUSTMENT","DOD-OFFICE OF THE SECRETARY OF DEFENSE","ILLINOIS","SPECIAL PROGRAMS (SP) THE CHICAGO MAGNESIUM CASTING COMPANY (CMCC) WILL IMPLEMENT AN ENVIRONMENTAL REMEDIATION AND WASTE DISPOSAL PROGRAM ON ITS INDU"
"12.615","SAI NOT AVAILABLE","UNIVERSITY OF ILLINOIS","06704","BLUE ISLAND","031","COOK COUNTY","ILLINOIS","606124305","Government codes: State government","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-OFFICE OF THE SECRETARY OF DEFENSE","HQ00051010047   0002","","629041","","0","","629041","07/30/2010","05/01/2009","09/30/2011","project grant  (B)","action-by-action reporting","","","1706704","ILLINOIS","BLUE ISLAND","RESEARCH AND TECHNICAL ASSISTANCE","DOD-OFFICE OF THE SECRETARY OF DEFENSE","ILLINOIS","RESEARCH AND TECHNICAL ASSISTANCE (RT) THROUGH A COOPERATIVE AGREEMENT BETWEEN THE OFFICE OF ECONOMIC ADJUSTMENT (OEA) AND NATHALIE P. VOORHEES CENTE"
"12.610","SAI NOT AVAILABLE","KANSAS LAND TRUST INC","38900","LAWRENCE","045","DOUGLAS COUNTY","KANSAS","660443502","Nonprofit agencies: other nonprofit","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","W911SR0620005   0008","","949000","","0","","949000","07/28/2010","07/28/2010","09/27/2010","cooperative agreement  (B)","action-by-action reporting","","","2038900","KANSAS","LAWRENCE","COMMUNITY ECONOMIC ADJUSTMENT PLANNING ASSISTANCE FOR JOINT LAND USE STUDI","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","KANSAS","ARMY COMPATIBLE USE BUFFERS (ACUBS) AROUNG THE FORT RILEY MILITARY INSTALLATION"
"12.607","SAI NOT AVAILABLE","MANHATTAN, CITY OF","23975","FORT RILEY","061","GEARY COUNTY","KANSAS","665025460","Government codes: city or township government","funding adjustment to completed project","90","DOD-OFFICE OF THE SECRETARY OF DEFENSE","OEA9900910045   0000","-","33093","","0","-","33093","09/29/2010","08/01/2008","09/29/2010","project grant  (B)","action-by-action reporting","","","2023975","KANSAS","FORT RILEY","COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR ESTABLISHMENT, EXPANSION, REA","DOD-OFFICE OF THE SECRETARY OF DEFENSE","KANSAS","BASE REALIGNMENT (RA) TO EVALUATE COMMUNITY NEEDS AND CAPABILITIES, AND PROVIDE ADJUSTMENT ASSISTANCE IN RESPONSE TO THE REALIGNMENT OF FORT RILEY, K"
"12.607","SAI NOT AVAILABLE","LINCOLN TRAIL AREA DEV DST","24274","ELIZABETHTOWN","093","HARDIN COUNTY","KENTUCKY","427013052","Government codes: special district government","new assistance action","02","DOD-OFFICE OF THE SECRETARY OF DEFENSE","HQ00051010104","","364518","","40502","","405020","09/24/2010","07/01/2010","06/30/2011","project grant  (B)","action-by-action reporting","","","2124274","KENTUCKY","ELIZABETHTOWN","COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR ESTABLISHMENT, EXPANSION, REA","DOD-OFFICE OF THE SECRETARY OF DEFENSE","KENTUCKY","BASE REALIGNMENT (RA) TO EVALUATE COMMUNITY NEEDS AND CAPABILITIES, AND PROVIDE ADJUSTMENT ASSISTANCE IN RESPONSE TO THE REALIGNMENT OF FORT KNOX, KY"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU0001081TS03   06","","46037","","0","","46037","07/01/2010","01/01/2008","11/30/2010","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","DEVELOPMENT OF THE EVIDENCE BASED PROTOCOL BACK TO BASICS BUNDLE OF NURSING CARE"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00010520011   08","","9974227","","0","","9974227","09/28/2010","10/01/2005","09/30/2011","cooperative agreement  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","INFECTIOUS DISEASE CLINICAL RESEARCH PROGRAM"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00010810006","","365662","","0","","365662","09/28/2010","10/01/2008","06/30/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","DIAGNOSIS TREATMENT AND PREVENTION OF RICKETTSIAL DISEASES"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00010610004","","3997812","","0","","3997812","09/27/2010","03/01/2006","06/30/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","DEVELOPMENT OF MULTI-STAGE MULTI-ANTIGEN VACCINE AGAINST MALARIA"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00011010013","","724590","","0","","724590","09/27/2010","10/01/2010","09/30/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","CASE CONTROL STUDY OF OSTEOMYELITIS RISK FACTORS AND CLINICAL OUTCOME PPREDICTORS FOLLOWING AND OIF/OEF RELATED ORTHOPEDIC INJURY"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00010710005","","208800","","0","","208800","09/24/2010","05/01/2007","07/31/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","FAMILY VIOLENCE AND TRAUMA PROJECT III"
