"CFDA PROGRAM NUMBER","STATE APPLICATION IDENTIFIER (SAI NUMBER)","RECIPIENT NAME","RECIPIENT CITY CODE","RECIPIENT CITY NAME","RECIPIENT COUNTY CODE","RECIPIENT COUNTY NAME","RECIPIENT STATE CODE","RECIPIENT ZIP CODE","TYPE OF RECIPIENT","TYPE OF ACTION","RECIPIENT CONGRESSIONAL DISTRICT","FEDERAL AGENCY/ORGANIZATIONAL UNIT CODE","FEDERAL AWARD IDENTIFIER NUMBER","FEDERAL FUNDING SIGN","FEDERAL FUNDING AMOUNT","NON-FEDERAL FUNDING SIGN","NON-FEDERAL FUNDING AMOUNT","TOTAL FUNDING SIGN","TOTAL FUNDING AMOUNT","OBLIGATION ACTION DATE","STARTING DATE","ENDING DATE","TYPE OF ASSISTANCE TRANSACTION","RECORD TYPE","CORRECTION/LATE INDICATOR ","FISCAL YEAR AND QUARTER CORRECTION","PRINCIPAL PLACE OF PERFORMANCE CODE","PRINCIPAL PLACE OF PERFORMANCE: STATE","PRINCIPAL PLACE OF PERFORMANCE: COUNTY OR CITY","CFDA PROGRAM TITLE","FEDERAL AGENCY NAME","STATE NAME FOR RECIPIENT","PROJECT DESCRIPTION"
"12.910","SAI NOT AVAILABLE","UNIVERSITY OF HAWAII","16999","HONOLULU","003","HONOLULU COUNTY","HAWAII","968222309","Government codes: State controlled institutions of higher education","new assistance action","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","W31P4Q1010009","","108916","","0","","108916","03/11/2010","03/11/2010","12/31/2010","project grant  (B)","action-by-action reporting","","","1516999","HAWAII","HONOLULU","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HAWAII","EVALUATION OF OLEANDER SPHINX MOTH, DAPHNIS NERII, AND THE GIANT SPHINX MOTH...FOR AQUATIC BEATLE MEMS"
"12.910","SAI NOT AVAILABLE","UNIVERSITY OF ILLINOIS","12385","CHAMPAIGN","019","CHAMPAIGN COUNTY","ILLINOIS","618013620","Private: private higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","15","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00110710002   0007","","1797000","","0","","1797000","01/21/2010","01/05/2006","03/22/2011","project grant  (B)","action-by-action reporting","","","1712385","ILLINOIS","CHAMPAIGN","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","ILLINOIS","DEFENSE SCIENCE OFFICE SENSOR TOPOLOGY AND MINIMALIST PLANNING"
"12.910","SAI NOT AVAILABLE","MASSACHUSETTS INSTITUTE OF TEC","11000","CAMBRIDGE","017","MIDDLESEX COUNTY","MASSACHUSETTS","021394301","Private: private higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00110710006   0006","","690016","","0","","690016","02/08/2010","02/22/2007","02/11/2011","project grant  (B)","action-by-action reporting","","","2511000","MASSACHUSETTS","CAMBRIDGE","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","MASSACHUSETTS","INTEGRALLY PACKAGE OF MICBATTERIES"
"12.910","SAI NOT AVAILABLE","MASSACHUSETTS INSTITUTE OF TEC","11000","CAMBRIDGE","017","MIDDLESEX COUNTY","MASSACHUSETTS","021394301","Private: private higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00110510048   0003","-","4182","","0","-","4182","03/15/2010","06/27/2005","03/16/2010","project grant  (B)","action-by-action reporting","","","2511000","MASSACHUSETTS","CAMBRIDGE","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","MASSACHUSETTS","PROACTIVE MOBILE WIRELESS NETWORK"
"12.910","SAI NOT AVAILABLE","MASSACHUSETTS INSTITUTE OF TEC","11000","CAMBRIDGE","017","MIDDLESEX COUNTY","MASSACHUSETTS","021394301","Private: private higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00110710006   0007","","124199","","0","","124199","03/19/2010","02/22/2007","02/07/2011","project grant  (B)","action-by-action reporting","","","2511000","MASSACHUSETTS","CAMBRIDGE","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","MASSACHUSETTS","INTEGRALLY PACKAGE 3D MIRCOBATTERIES"
"12.630","SAI NOT AVAILABLE","HYCRETE INC","10480","CARLSTADT","003","BERGEN COUNTY","NEW JERSEY","070722810","Private: small business","new assistance action","90","DOD-DEFENSE CONTRACT MANAGEMENT AGENCY","W9132T1020005","","900308","","0","","900308","03/16/2010","03/16/2010","09/15/2011","cooperative agreement  (B)","action-by-action reporting","","","3410480","NEW JERSEY","CARLSTADT","BASIC APPLIED AND ADVANCED RESEARCH IN SCIENCE AND ENGINEERING","DOD-DEFENSE CONTRACT MANAGEMENT AGENCY","NEW JERSEY","RESEARCH INTO USE AND TESTING OF HYDROPHOBIC ADMIXTURES TO IMPROVE PERFORMANCE OF CONCRETE MATERIALS AND MITIGATE CORROSION"
"12.910","SAI NOT AVAILABLE","THE RESEARCH FOUNDATION OF STA","06607","BINGHAMTON","007","BROOME COUNTY","NEW YORK","139026000","Private: private higher education","new assistance action","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00111010002","","3750000","","0","","3750000","01/12/2010","01/12/2010","01/11/2012","project grant  (B)","action-by-action reporting","","","3606607","NEW YORK","BINGHAMTON","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","NEW YORK","CENTER FOR AUTONOMOUS SOLAR POWER"
"12.910","SAI NOT AVAILABLE","CORNELL UNIVERSITY, INC","38077","ITHACA","109","TOMPKINS COUNTY","NEW YORK","148532801","Government codes: State controlled institutions of higher education","new assistance action","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","W31P4Q1010001","","493404","","0","","493404","01/21/2010","01/21/2010","09/30/2011","project grant  (B)","action-by-action reporting","","","3638077","NEW YORK","ITHACA","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","NEW YORK","ADVANCES IN RADIOISOTOPE POWERED ELECTRON LITHOGRAPHY"
"12.910","SAI NOT AVAILABLE","DUKE UNIVERSITY","19000","DURHAM","063","DURHAM COUNTY","NORTH CAROLINA","277089900","Private: private higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","04","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00110910040   0001","","285949","","0","","285949","02/02/2010","05/07/2009","05/06/2011","project grant  (B)","action-by-action reporting","","","3719000","NORTH CAROLINA","DURHAM","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","NORTH CAROLINA","THE CS STUDY GROUP PROGRAM"
"12.910","SAI NOT AVAILABLE","INTERNATIONAL TECHNOLOGY CENTE","55000","RALEIGH","183","WAKE COUNTY","NORTH CAROLINA","276177300","Government codes: State controlled institutions of higher education","new assistance action","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","W31P4Q1010012","","298000","","0","","298000","03/31/2010","03/31/2010","09/28/2010","project grant  (B)","action-by-action reporting","","","3755000","NORTH CAROLINA","RALEIGH","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","NORTH CAROLINA",""ELECTROHYDRODYNAMIC PROPULSION CAPABILITIES ASSESSMENT"
"12.910","SAI NOT AVAILABLE","TRUSTEES OF THE UNIVERSITY OF","60000","PHILADELPHIA","101","PHILADELPHIA COUNTY","PENNSYLVANIA","191046205","Private: private higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00110610003   0014","","134327","","0","","134327","01/26/2010","11/09/2005","05/31/2010","project grant  (B)","action-by-action reporting","","","4260000","PENNSYLVANIA","PHILADELPHIA","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","PENNSYLVANIA","GLOBAL AUTONOMOUS LANGUAGES EXPLOITATATION"
"12.910","SAI NOT AVAILABLE","TRUSTEES OF THE UNIVERSITY OF","60000","PHILADELPHIA","101","PHILADELPHIA COUNTY","PENNSYLVANIA","191046205","Private: private higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00110610003   0015","","1744000","","0","","1744000","03/10/2010","11/09/2005","05/31/2010","project grant  (B)","action-by-action reporting","","","4260000","PENNSYLVANIA","PHILADELPHIA","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","PENNSYLVANIA","GLOBAL AUTONOMOUS LANGUAGES EXPLOITATION"
"12.910","SAI NOT AVAILABLE","VANDERBILT UNIVERSITY, THE","52004","NASHVILLE-DAVIDSON","037","DAVIDSON COUNTY","TENNESSEE","372032416","Private: private higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00110910043   0001","","252087","","0","","252087","02/02/2010","04/28/2009","04/27/2011","project grant  (B)","action-by-action reporting","","","4752004","TENNESSEE","NASHVILLE-DAVIDSON","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","TENNESSEE","THE CS STUDY GROUP PROGRAM"
"12.612","SAI NOT AVAILABLE","FORT MONROE FEDERAL AREA","35000","HAMPTON","650","HAMPTON","VIRGINIA","236511112","Government codes: State government","funding adjustment to completed project","90","DOD-OFFICE OF THE SECRETARY OF DEFENSE","OEA9900910032   0000","-","71916","","0","-","71916","01/10/2010","10/01/2007","01/31/2010","project grant  (B)","action-by-action reporting","","","5135000","VIRGINIA","HAMPTON","COMMUNITY BASE REUSE PLANS","DOD-OFFICE OF THE SECRETARY OF DEFENSE","VIRGINIA","BASE CLOSURE (CL)"
"12.910","SAI NOT AVAILABLE","MARSHALL UNIVERSITY RESEARCH C","39460","HUNTINGTON","011","CABELL COUNTY","WEST VIRGINIA","257012225","Nonprofit agencies: other nonprofit","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","03","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00110610028   0004","","6838880","","0","","6838880","03/24/2010","07/01/2006","06/30/2010","project grant  (B)","action-by-action reporting","","","5439460","WEST VIRGINIA","HUNTINGTON","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","WEST VIRGINIA","ROBERT BRYD ADVANCE FLEXIBLE MANUFACTURING"
"12.910","SAI NOT AVAILABLE","MARSHALL UNIVERSITY RESEARCH C","39460","HUNTINGTON","011","CABELL COUNTY","WEST VIRGINIA","257012225","Nonprofit agencies: other nonprofit","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","03","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00110610028   0004","","6834506","","0","","6834506","03/26/2010","07/01/2006","04/30/2011","project grant  (B)","action-by-action reporting","","","5439460","WEST VIRGINIA","HUNTINGTON","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","WEST VIRGINIA","ROBERT BYRD ADVANCED FLEXIBLE MANUFACTURING"
"12.910","SAI NOT AVAILABLE","OREGON HEALTH & SCIENCE UNIVER","60200","OREGON","025","DANE COUNTY","WISCONSIN","972393011","Private: private higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","02","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR001100910041  0001","","251415","","0","","251415","02/02/2010","05/07/2009","05/06/2011","project grant  (B)","action-by-action reporting","","","5560200","WISCONSIN","OREGON","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","WISCONSIN","THE CS STUDY GROUP PROGRAM"
"12.607","SAI NOT AVAILABLE","COUNTY OF MADISON","63912","REDSTONE ARSENAL","089","MADISON COUNTY","ALABAMA","358014800","Government codes: county government","new assistance action","05","DOD-OFFICE OF THE SECRETARY OF DEFENSE","HQ00051010028","","822500","","0","","822500","01/26/2010","02/01/2010","01/31/2011","project grant  (B)","action-by-action reporting","","","0163912","ALABAMA","REDSTONE ARSENAL","COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR ESTABLISHMENT, EXPANSION, REA","DOD-OFFICE OF THE SECRETARY OF DEFENSE","ALABAMA","BASE REALIGNMENT (RA) TO EVALUATE COMMUNITY NEEDS AND CAPABILITIES, AND PROVIDE ADJUSTMENT ASSISTANCE IN RESPONSE TO THE REALIGNMENT OF REDSTONE ARSE"
"12.607","SAI NOT AVAILABLE","CITY OF TUCSON","77000","TUCSON","019","PIMA COUNTY","ARIZONA","857011303","Government codes: city or township government","funding adjustment to completed project","90","DOD-OFFICE OF THE SECRETARY OF DEFENSE","OEA9900810015   0000","-","8412","","0","-","8412","03/02/2010","05/01/2007","07/31/2010","project grant  (B)","action-by-action reporting","","","0477000","ARIZONA","TUCSON","COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR ESTABLISHMENT, EXPANSION, REA","DOD-OFFICE OF THE SECRETARY OF DEFENSE","ARIZONA","BASE CLOSURE (CL) TO EVALUATE COMMUNITY NEEDS AND CAPABILITIES, AND PROVIDE ADJUSTMENT ASSISTANCE IN RESPONSE TO THE CLOSURE OF ALLEN HALL U.S. (USAR"
"12.910","SAI NOT AVAILABLE","REGENTS OF THE UNIVERSITY OF C","06000","BERKELEY","001","ALAMEDA COUNTY","CALIFORNIA","947045940","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","W31P4Q1010002   0001","","1037269","","0","","1037269","03/11/2010","12/21/2009","08/31/2011","project grant  (B)","action-by-action reporting","","","0606000","CALIFORNIA","BERKELEY","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","CALIFORNIA","AUTONOMOUS SENSOR MOTES EMPLOYING LIQUID-BEARING ROTARY STAGES"
"12.910","SAI NOT AVAILABLE","REGENTS OF THE UNIVERSITY OF C","06000","BERKELEY","001","ALAMEDA COUNTY","CALIFORNIA","947045940","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00110910015   0002","","402321","","0","","402321","02/17/2010","02/17/2009","02/16/2011","project grant  (B)","action-by-action reporting","","","0606000","CALIFORNIA","BERKELEY","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","CALIFORNIA","THEORETICAL MATHEMATICS (FATHM) PROGRAM"
"12.910","SAI NOT AVAILABLE","CALIFORNIA INSTITUTE OF TECHNO","56000","PASADENA","037","LOS ANGELES COUNTY","CALIFORNIA","911250001","Government codes: State controlled institutions of higher education","revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction - amount of the <u>change</u> in funding)","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","W31P4Q1010006","-","155284","","0","-","155284","03/03/2010","03/03/2010","03/03/2011","project grant  (B)","action-by-action reporting","","","0656000","CALIFORNIA","PASADENA","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","CALIFORNIA","UNCOOLED M+NEMS INFRARED DETECTORS"
"12.910","SAI NOT AVAILABLE","THE REGENTS OF THE UNIVERSITY","44000","LOS ANGELES","037","LOS ANGELES COUNTY","CALIFORNIA","900246523","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00110910037   0001","","250745","","0","","250745","02/03/2010","05/01/2009","04/30/2011","project grant  (B)","action-by-action reporting","","","0644000","CALIFORNIA","LOS ANGELES","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","CALIFORNIA","THE CS STUDY GROUP PROGRAM"
"12.910","SAI NOT AVAILABLE","THE REGENTS OF THE UNIVERSITY","69070","SANTA BARBARA","083","SANTA BARBARA COUNTY","CALIFORNIA","931060001","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","W31P4Q0910001   0007","","100000","","0","","100000","02/04/2010","02/04/2010","10/31/2011","project grant  (B)","action-by-action reporting","","","0669070","CALIFORNIA","SANTA BARBARA","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","CALIFORNIA","SERS DETECTION FOR EXPLOSIVES VAPOR"
"12.910","SAI NOT AVAILABLE","AGILENT TECHNOLOGIES, INC","55282","PALO ALTO","085","SANTA CLARA COUNTY","CALIFORNIA","950517201","Private: all other","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00110930003   0002","","1608640","","0","","1608640","01/25/2010","06/17/2009","06/16/2011","other reimbursable, contingent, intangible, or indirect financial assistance","action-by-action reporting","","","0655282","CALIFORNIA","PALO ALTO","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","CALIFORNIA","PANOPTIC ANALYSIS OF CHEMICAL TRACES (PACT)"
"12.910","SAI NOT AVAILABLE","HEWLETT-PACKARD COMPANY","55282","PALO ALTO","085","SANTA CLARA COUNTY","CALIFORNIA","943041126","Private: profit organization","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00110930001   0007","","1832667","","0","","1832667","02/22/2010","10/21/2008","03/21/2011","other reimbursable, contingent, intangible, or indirect financial assistance","action-by-action reporting","","","0655282","CALIFORNIA","PALO ALTO","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","CALIFORNIA","SYSTEM OF NEUROMORPHIC ADAPTIVE PLASTIC SCALABLE"
"12.610","SAI NOT AVAILABLE","COUNTY OF OKALOOSA","20050","EGLIN AFB","091","OKALOOSA COUNTY","FLORIDA","325792307","Government codes: county government","funding adjustment to completed project","90","DOD-OFFICE OF THE SECRETARY OF DEFENSE","OEA9900910070   0000","-","198","","0","-","198","02/03/2010","09/01/2006","09/30/2010","project grant  (B)","action-by-action reporting","","","1220050","FLORIDA","EGLIN AFB","COMMUNITY ECONOMIC ADJUSTMENT PLANNING ASSISTANCE FOR JOINT LAND USE STUDI","DOD-OFFICE OF THE SECRETARY OF DEFENSE","FLORIDA","ENCROACHMENT (EN) TO PROVIDE TECHNICAL AND FINANCIAL ASSISTANCE TO EGLIN AIR FORCE BASE (AFB), FL, OKALOOSA COUNTY, AND OTHER PARTICIPATING COUNTIES"
