"CFDA PROGRAM NUMBER","STATE APPLICATION IDENTIFIER (SAI NUMBER)","RECIPIENT NAME","RECIPIENT CITY CODE","RECIPIENT CITY NAME","RECIPIENT COUNTY CODE","RECIPIENT COUNTY NAME","RECIPIENT STATE CODE","RECIPIENT ZIP CODE","TYPE OF RECIPIENT","TYPE OF ACTION","RECIPIENT CONGRESSIONAL DISTRICT","FEDERAL AGENCY/ORGANIZATIONAL UNIT CODE","FEDERAL AWARD IDENTIFIER NUMBER","FEDERAL FUNDING SIGN","FEDERAL FUNDING AMOUNT","NON-FEDERAL FUNDING SIGN","NON-FEDERAL FUNDING AMOUNT","TOTAL FUNDING SIGN","TOTAL FUNDING AMOUNT","OBLIGATION ACTION DATE","STARTING DATE","ENDING DATE","TYPE OF ASSISTANCE TRANSACTION","RECORD TYPE","CORRECTION/LATE INDICATOR ","FISCAL YEAR AND QUARTER CORRECTION","PRINCIPAL PLACE OF PERFORMANCE CODE","PRINCIPAL PLACE OF PERFORMANCE: STATE","PRINCIPAL PLACE OF PERFORMANCE: COUNTY OR CITY","CFDA PROGRAM TITLE","FEDERAL AGENCY NAME","STATE NAME FOR RECIPIENT","PROJECT DESCRIPTION"
"12.607","SAI NOT AVAILABLE","LOCAL REDEVELOPMENT AUTH ROOSE","33941","HATO REY","127","SAN JUAN MUNICIPIO","PUERTO RICO","009181111","Private: all other","funding adjustment to completed project","98","DOD-OFFICE OF THE SECRETARY OF DEFENSE","OEA9900810067   0000","-","22634","","0","-","22634","05/18/2010","09/01/2008","08/31/2010","project grant  (B)","action-by-action reporting","","","7233941","PUERTO RICO","HATO REY","COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR ESTABLISHMENT, EXPANSION, REA","DOD-OFFICE OF THE SECRETARY OF DEFENSE","PUERTO RICO","NON BRAC CLOSURE (BC) THE FY04 NATIONAL DEFENSE APPROPRIATIONS ACT (P.L. 108-87) DIRECTED THE CLOSURE OF NAVAL STATION ROOSEVELT ROADS (NSRR) 6 MONTH"
"12.910","SAI NOT AVAILABLE","MATERIALS & ELECTROCHEMICAL RE","77000","TUCSON","019","PIMA COUNTY","ARIZONA","857069237","Private: small business","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00110630007   0006","","2293091","","0","","2293091","05/10/2010","08/17/2006","08/31/2011","other reimbursable, contingent, intangible, or indirect financial assistance","action-by-action reporting","","","0477000","ARIZONA","TUCSON","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","ARIZONA","CONSORTIUM INCREMENTALLY"
"12.902","SAI NOT AVAILABLE","REGENTS OF THE UNIVERSITY OF C","06000","BERKELEY","001","ALAMEDA COUNTY","CALIFORNIA","947045940","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010049","","100000","","0","","100000","04/14/2010","04/14/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","0606000","CALIFORNIA","BERKELEY","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","CALIFORNIA","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","THE REGENTS OF THE UNIVERSITY","44000","LOS ANGELES","037","LOS ANGELES COUNTY","CALIFORNIA","900246523","Private: private higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010029","","99256","","0","","99256","04/09/2010","04/09/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","0644000","CALIFORNIA","LOS ANGELES","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","CALIFORNIA","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","THE REGENTS OF THE UNIVERSITY","44000","LOS ANGELES","037","LOS ANGELES COUNTY","CALIFORNIA","900246523","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010122","","99377","","0","","99377","04/13/2010","04/13/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","0644000","CALIFORNIA","LOS ANGELES","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","CALIFORNIA","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","FOUNDATION FOR CALIFORNIA STAT","65000","SAN BERNARDINO","071","SAN BERNARDINO COUNTY","CALIFORNIA","924072318","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010050","","99859","","0","","99859","04/05/2010","04/05/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","0665000","CALIFORNIA","SAN BERNARDINO","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","CALIFORNIA","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","SAN DIEGO STATE UNIVERSITY FOU","66000","SAN DIEGO","073","SAN DIEGO COUNTY","CALIFORNIA","921821901","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010024","","65552","","0","","65552","04/06/2010","04/06/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","0666000","CALIFORNIA","SAN DIEGO","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","CALIFORNIA","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","SAN DIEGO STATE UNIVERSITY FOU","66000","SAN DIEGO","073","SAN DIEGO COUNTY","CALIFORNIA","921821901","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010026","","97115","","0","","97115","04/06/2010","04/06/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","0666000","CALIFORNIA","SAN DIEGO","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","CALIFORNIA","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","SAN DIEGO STATE UNIVERSITY FOU","66000","SAN DIEGO","073","SAN DIEGO COUNTY","CALIFORNIA","921821901","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010025","","99340","","0","","99340","04/06/2010","04/06/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","0666000","CALIFORNIA","SAN DIEGO","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","CALIFORNIA","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","CALIFORNIA STATE UNIVERSITY","67000","SAN FRANCISCO","075","SAN FRANCISCO COUNTY","CALIFORNIA","941321722","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010083","","99952","","0","","99952","04/08/2010","04/08/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","0667000","CALIFORNIA","SAN FRANCISCO","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","CALIFORNIA","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","CALIFORNIA STATE UNIVERSITY","67000","SAN FRANCISCO","075","SAN FRANCISCO COUNTY","CALIFORNIA","941321722","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010082","","99974","","0","","99974","04/08/2010","04/08/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","0667000","CALIFORNIA","SAN FRANCISCO","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","CALIFORNIA","STARTALK LANGUAGE INITIATIVE"
"12.910","SAI NOT AVAILABLE","REGENTS OF THE UNIVERSITY OF C","06000","BERKELEY","001","ALAMEDA COUNTY","CALIFORNIA","947045940","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","FA95501010293","","684673","","0","","684673","06/04/2010","07/01/2010","06/30/2012","project grant  (B)","action-by-action reporting","","","0606000","CALIFORNIA","BERKELEY","RESEARCH AND TECHNOLOGY DEVELOPMENT","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","CALIFORNIA","TAS::97 0400::TAS "Q-BOOSTED OPTOMECHANICAL RESONATORS""
"12.910","SAI NOT AVAILABLE","CALIFORNIA INSTITUTE OF TECHNO","56000","PASADENA","037","LOS ANGELES COUNTY","CALIFORNIA","911250001","Government codes: State controlled institutions of higher education","new assistance action","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00111010066","","935070","","0","","935070","06/28/2010","06/28/2010","06/27/2012","project grant  (B)","action-by-action reporting","","","0656000","CALIFORNIA","PASADENA","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","CALIFORNIA","MANIPULATING THE QUANTUM FLUCTUATIONS FOR A MECHANICAL DEVICE"
"12.910","SAI NOT AVAILABLE","FOUNDATION FOR ENTERPRISE DEVE","57526","PLACENTIA","059","ORANGE COUNTY","CALIFORNIA","920373602","Private: all other","revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction - amount of the <u>change</u> in funding)","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00110610009   0009","","500000","","0","","500000","04/14/2010","06/09/2006","12/31/2011","project grant  (B)","action-by-action reporting","","","0657526","CALIFORNIA","PLACENTIA","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","CALIFORNIA","DARPA SUCCESS REPORTS"
"12.910","SAI NOT AVAILABLE","LELAND STANFORD JUNIOR UNIVERS","73906","STANFORD","085","SANTA CLARA COUNTY","CALIFORNIA","943057209","Private: private higher education","new assistance action","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00111010058","","295200","","0","","295200","06/01/2010","06/01/2010","05/31/2012","project grant  (B)","action-by-action reporting","","","0673906","CALIFORNIA","STANFORD","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","CALIFORNIA","EXPERIMENTALLY VALIDATED MODELS FOR LIGHTNING STROKE SUPPRESSION"
"12.910","SAI NOT AVAILABLE","YALE UNIVERSITY","52000","NEW HAVEN","009","NEW HAVEN COUNTY","CONNECTICUT","065116614","Private: private higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","FA95501010297","","445086","","0","","445086","06/04/2010","06/15/2010","06/14/2012","project grant  (B)","action-by-action reporting","","","0952000","CONNECTICUT","NEW HAVEN","RESEARCH AND TECHNOLOGY DEVELOPMENT","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","CONNECTICUT","TAS::97 0400::TAS "CIRCUIT CAVITY OPTOMECHANICS FOR COOLING AND AMPLIFICATION ON A CMOS CHIP""
"12.599","SAI NOT AVAILABLE","VIETNAM VETERANS MEMORIAL FUND","50000","WASHINGTON","001","DISTRICT OF COLUMBIA","DISTRICT OF COLUMBIA","200052613","Nonprofit agencies: other nonprofit","new assistance action","98","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HQ00341010001","","985000","","0","","985000","06/02/2010","03/01/2010","06/01/2011","project grant  (B)","action-by-action reporting","","","1150000","DISTRICT OF COLUMBIA","WASHINGTON","CONGRESSIONALLY DIRECTED ASSISTANCE","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","DISTRICT OF COLUMBIA","FOR PROJECT RENEW'S DE-MINING ACTIVITIES IN QUANG TRI PROVINCE."
"12.901","SAI NOT AVAILABLE","THE GEORGE WASHINGTON UNIVERSI","50000","WASHINGTON","001","DISTRICT OF COLUMBIA","DISTRICT OF COLUMBIA","200520001","Government codes: State controlled institutions of higher education","new assistance action","98","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010237","","223622","","0","","223622","04/28/2010","05/01/2010","04/30/2011","project grant  (B)","action-by-action reporting","","","1150000","DISTRICT OF COLUMBIA","WASHINGTON","MATHEMATICAL SCIENCES GRANTS PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","DISTRICT OF COLUMBIA","SUMMER PROGRAM FOR WOMEN IN MATHEMATICS"
"12.902","SAI NOT AVAILABLE","CENTER FOR APPLIED LINGUISTICS","50000","WASHINGTON","001","DISTRICT OF COLUMBIA","DISTRICT OF COLUMBIA","200161872","Private: all other","new assistance action","98","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010057","","99914","","0","","99914","04/02/2010","04/02/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","1150000","DISTRICT OF COLUMBIA","WASHINGTON","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","DISTRICT OF COLUMBIA","STARTALK LANGUAGE INITIATIVE"
"12.901","SAI NOT AVAILABLE","UNIVERSITY OF FLORIDA","25175","GAINESVILLE","001","ALACHUA COUNTY","FLORIDA","326110001","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010157","","26864","","0","","26864","04/27/2010","04/27/2010","04/26/2011","project grant  (B)","action-by-action reporting","","","1225175","FLORIDA","GAINESVILLE","MATHEMATICAL SCIENCES GRANTS PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","FLORIDA","RESEARCH IN FINITE GROUP THEORY"
"12.910","SAI NOT AVAILABLE","BARRY UNIVERSITY INC","45000","MIAMI","086","MIAMI-DADE COUNTY","FLORIDA","331616628","Private: private higher education","new assistance action","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00111010064","","1200000","","0","","1200000","06/09/2010","06/09/2010","06/08/2012","project grant  (B)","action-by-action reporting","","","1245000","FLORIDA","MIAMI","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","FLORIDA","SURVEILLANCE OF WATER SOURCES FOR CONTAMINATION PATHOGEN PROGRAM"
"12.910","SAI NOT AVAILABLE","GEORGIA TECH RESEARCH CORPORAT","04000","ATLANTA","121","FULTON COUNTY","GEORGIA","303320001","Nonprofit agencies: other nonprofit","new assistance action","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00111010063","","412569","","0","","412569","06/30/2010","06/30/2010","04/30/2011","project grant  (B)","action-by-action reporting","","","1304000","GEORGIA","ATLANTA","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","GEORGIA","SENSOR-DRIVEN AUTONOMOUS BEHAVIOR ALOGRITHMS FOR CHEMICAL PLUME TRACKING"
"12.901","SAI NOT AVAILABLE","UNIVERSITY OF ILLINOIS","14000","CHICAGO","031","COOK COUNTY","ILLINOIS","606124305","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010187","","30223","","0","","30223","04/20/2010","04/20/2010","04/19/2011","project grant  (B)","action-by-action reporting","","","1714000","ILLINOIS","CHICAGO","MATHEMATICAL SCIENCES GRANTS PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","ILLINOIS","RATIONAL POINTS, AUTOMORPHIC FORMS AND BESSEL FUNCTIONALS"
"12.902","SAI NOT AVAILABLE","TRUSTEES OF INDIANA UNIVERSITY","05860","BLOOMINGTON","105","MONROE COUNTY","INDIANA","474051106","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010048","","99999","","0","","99999","04/06/2010","04/06/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","1805860","INDIANA","BLOOMINGTON","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","INDIANA","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","TRUSTEES OF INDIANA UNIVERSITY","05860","BLOOMINGTON","105","MONROE COUNTY","INDIANA","474051106","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010036","","69020","","0","","69020","04/06/2010","04/06/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","1805860","INDIANA","BLOOMINGTON","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","INDIANA","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","TRUSTEES OF INDIANA UNIVERSITY","05860","BLOOMINGTON","105","MONROE COUNTY","INDIANA","474051106","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010127","","100000","","0","","100000","04/09/2010","04/09/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","1805860","INDIANA","BLOOMINGTON","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","INDIANA","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","TRUSTEES OF INDIANA UNIVERSITY","05860","BLOOMINGTON","105","MONROE COUNTY","INDIANA","474051106","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010051","","100000","","0","","100000","04/06/2010","04/06/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","1805860","INDIANA","BLOOMINGTON","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","INDIANA","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","UNIVERSITY OF IOWA, THE (INC)","38595","IOWA CITY","103","JOHNSON COUNTY","IOWA","522421316","Government codes: State controlled institutions of higher education","new assistance action","02","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010096","","99947","","0","","99947","04/07/2010","04/07/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","1938595","IOWA","IOWA CITY","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","IOWA","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","IOWA STATE UNIVERSITY EQUITIES","01855","AMES","169","STORY COUNTY","IOWA","500112025","Government codes: State controlled institutions of higher education","new assistance action","04","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010124","","95523","","0","","95523","04/07/2010","04/07/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","1901855","IOWA","AMES","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","IOWA","STARTALK LANGUAGE INITIATIVE"
"12.910","SAI NOT AVAILABLE","KENTUCKY BIOPROCESSING, LLC","58620","OWENSBORO","059","DAVIESS COUNTY","KENTUCKY","423017703","Private: profit organization","new assistance action","02","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00111030004","","17900500","","7181803","","25082303","04/01/2010","04/01/2010","03/31/2011","other reimbursable, contingent, intangible, or indirect financial assistance","action-by-action reporting","","","2158620","KENTUCKY","OWENSBORO","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","KENTUCKY","H1N1 ACCELERATION (BLUE ANGEL)"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU0001101TS04","","499994","","0","","499994","06/28/2010","07/01/2010","06/30/2013","block grant  (A)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","ELECTROMYOSTIMULATION AND STRENGTH WALKING FOR KNEE INJURIES: NURSE MANAGED CARE"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU0001101TS05","","148376","","0","","148376","06/30/2010","07/01/2010","06/30/2012","block grant  (A)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","BUILDING AND EBP MENTORSHIP PROGRAM TO SUSTAI BEDSIDE EVIDENCE BASED CULTURE"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU0001101TS08","","455216","","0","","455216","06/30/2010","07/01/2010","06/30/2013","block grant  (A)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","EFFECTS OF HERBAL SUPPLEMENT O PTSD-INDUCED CHANGES IN RAT BEHAVIOR AND BRAIN GENE EXPRESSION"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU0001101TS10","","17623","","0","","17623","06/30/2010","07/01/2010","06/30/2011","block grant  (A)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","IRON STATUS OF DEPLOYED MILITARY MEMBERS"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU0001101TS06","","41270","","0","","41270","06/28/2010","07/01/2010","06/30/2011","block grant  (A)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","PREDICTION OF SEPSIS FOR THE BURN INTENSIVE CARE UNIT PATIENT"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00011020002","","3285250","","0","","3285250","04/09/2010","05/01/2010","11/30/2010","cooperative agreement  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","CENTER FOR PROSTATE DISEASE RESEARCH CPDR"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU0001101TS02","","499990","","0","","499990","04/13/2010","05/01/2010","06/30/2013","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","COMPARATIVE RESUSCITATION MEASURES FOR DRUG TOXICITIES UTILIZING LIPID EMUISIONS"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU0001101TS03","","47832","","0","","47832","05/07/2010","05/01/2010","06/30/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","COUPLE FUNCTIONING AND POSTTRAUMATIC STRESS IN OIF/OEF VETERANS AND SPOUSES"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00011010003","","997078","","0","","997078","05/13/2010","04/01/2010","09/30/2010","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","REGENERATIVE MEDICINE STRATEGIES FOR WOUND CARE"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU0001101TS01","","450000","","0","","450000","05/14/2010","05/01/2010","06/30/2012","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","MILITARY STRESS BUSTING PROGRAM FOR FAMILY CAREGIVERS"
