year,state_code,state_name,health_topic,indicator_metric,measurement_type,numeric_value,demographic_group
2020,IA,Iowa,Tobacco,Current cigarette smoking among adults,Crude Prevalence,15.5,"White, non-Hispanic"
2020,ME,Maine,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Crude Rate,,"Asian or Pacific Islander, non-Hispanic"
2020,MA,Massachusetts,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Age-adjusted Rate,35.6,"Black, non-Hispanic"
2020,IA,Iowa,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Crude Rate,,"Asian, non-Hispanic"
2020,HI,Hawaii,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,47.9,"Asian, non-Hispanic"
2020,MD,Maryland,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Age-adjusted Rate,6.76,"Asian or Pacific Islander, non-Hispanic"
2020,IN,Indiana,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Crude Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,IL,Illinois,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,262.0,Overall
2020,KS,Kansas,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Number,78.0,"Black, non-Hispanic"
2020,LA,Louisiana,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,85.3,"Asian, non-Hispanic"
2020,IA,Iowa,Diabetes,Gestational diabetes among women with a recent live birth,Crude Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,KY,Kentucky,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Age-adjusted Rate,,"American Indian or Alaska Native, non-Hispanic"
2020,HI,Hawaii,Diabetes,Gestational diabetes among women with a recent live birth,Crude Prevalence,15.3,"Hawaiian or Pacific Islander, non-Hispanic"
2020,KY,Kentucky,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,76.9,"Black, non-Hispanic"
2020,IA,Iowa,Diabetes,Diabetes among adults,Crude Prevalence,9.7,"White, non-Hispanic"
2020,IA,Iowa,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,104.5,"White, non-Hispanic"
2020,LA,Louisiana,Tobacco,Current cigarette smoking among adults,Crude Prevalence,15.5,"Black, non-Hispanic"
2020,KY,Kentucky,Diabetes,Diabetes among adults,Age-adjusted Prevalence,,"American Indian or Alaska Native, non-Hispanic"
2020,MD,Maryland,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,213.8,"Black, non-Hispanic"
2020,ME,Maine,Diabetes,Diabetes among adults,Age-adjusted Prevalence,,"American Indian or Alaska Native, non-Hispanic"
2020,IN,Indiana,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Number,256.0,Hispanic
2020,HI,Hawaii,Diabetes,Diabetes among adults,Crude Prevalence,9.0,Hispanic
2020,ID,Idaho,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,KS,Kansas,Diabetes,Diabetes among adults,Crude Prevalence,9.5,"Multiracial, non-Hispanic"
2020,KS,Kansas,Diabetes,Diabetes among adults,Age-adjusted Prevalence,17.2,"American Indian or Alaska Native, non-Hispanic"
2020,IL,Illinois,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Age-adjusted Rate,,"American Indian or Alaska Native, non-Hispanic"
2020,LA,Louisiana,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,59.6,"Black, non-Hispanic"
2020,IN,Indiana,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,7115.0,"White, non-Hispanic"
2020,IA,Iowa,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,107.4,"White, non-Hispanic"
2020,MA,Massachusetts,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Age-adjusted Rate,1.5,Overall
2020,KY,Kentucky,Tobacco,Current cigarette smoking among adults,Crude Prevalence,,"Asian, non-Hispanic"
2020,KS,Kansas,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Number,49.0,"Asian, non-Hispanic"
2020,MD,Maryland,Tobacco,Quit attempts in the past year among adult current smokers,Age-adjusted Prevalence,51.0,"White, non-Hispanic"
2020,KS,Kansas,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Crude Rate,9.54,Hispanic
2020,IN,Indiana,Diabetes,Diabetes among adults,Crude Prevalence,10.5,Hispanic
2020,IL,Illinois,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Crude Rate,,"American Indian or Alaska Native, non-Hispanic"
2020,ID,Idaho,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,36.2,Hispanic
2020,KS,Kansas,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,29.7,"Asian, non-Hispanic"
2020,IA,Iowa,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,141.3,Overall
2020,KS,Kansas,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,,"American Indian or Alaska Native, non-Hispanic"
2020,MA,Massachusetts,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,126.9,Overall
2020,ID,Idaho,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,,"Black, non-Hispanic"
2020,LA,Louisiana,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Age-adjusted Rate,,"American Indian or Alaska Native, non-Hispanic"
2020,LA,Louisiana,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,76.5,"Black, non-Hispanic"
2020,ME,Maine,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Number,,"American Indian or Alaska Native, non-Hispanic"
2020,ME,Maine,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,,"Black, non-Hispanic"
2020,ME,Maine,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,LA,Louisiana,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,64.6,"American Indian or Alaska Native, non-Hispanic"
2020,LA,Louisiana,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Number,21.0,"American Indian or Alaska Native, non-Hispanic"
2020,KS,Kansas,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,,"Multiracial, non-Hispanic"
2020,KY,Kentucky,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,,"Asian, non-Hispanic"
2020,LA,Louisiana,Diabetes,Diabetes among adults,Crude Prevalence,13.6,Overall
2020,ID,Idaho,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,79.2,"Asian, non-Hispanic"
2020,KY,Kentucky,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,,"Asian, non-Hispanic"
2020,ME,Maine,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Number,,Hispanic
2020,ME,Maine,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Age-adjusted Rate,,"American Indian or Alaska Native, non-Hispanic"
2020,HI,Hawaii,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,62.5,"White, non-Hispanic"
2020,IN,Indiana,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,103.0,"White, non-Hispanic"
2020,KY,Kentucky,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,182.9,Overall
2020,IA,Iowa,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,,"Multiracial, non-Hispanic"
2020,KY,Kentucky,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Age-adjusted Rate,18.7,"Asian or Pacific Islander, non-Hispanic"
2020,ID,Idaho,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Crude Rate,,"Multiracial, non-Hispanic"
2020,ME,Maine,Diabetes,Diabetes among adults,Age-adjusted Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,IL,Illinois,Diabetes,Gestational diabetes among women with a recent live birth,Crude Prevalence,11.0,Overall
2020,ID,Idaho,Diabetes,Diabetes among adults,Crude Prevalence,,"Asian, non-Hispanic"
2020,LA,Louisiana,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,302.8,"White, non-Hispanic"
2020,MA,Massachusetts,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Number,,"American Indian or Alaska Native, non-Hispanic"
2020,HI,Hawaii,Tobacco,Quit attempts in the past year among adult current smokers,Age-adjusted Prevalence,58.9,Hispanic
2020,IA,Iowa,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,Crude Prevalence,9.7,"White, non-Hispanic"
2020,IN,Indiana,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Age-adjusted Rate,23.71,Overall
2020,HI,Hawaii,Diabetes,Diabetes among adults,Age-adjusted Prevalence,16.1,"Hawaiian or Pacific Islander, non-Hispanic"
2020,KY,Kentucky,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,Crude Prevalence,,"Asian, non-Hispanic"
2020,IA,Iowa,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,212.8,"Black, non-Hispanic"
2020,LA,Louisiana,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,Crude Prevalence,,"American Indian or Alaska Native, non-Hispanic"
2020,ID,Idaho,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,19.8,"Multiracial, non-Hispanic"
2020,ID,Idaho,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,,"Black, non-Hispanic"
2020,IL,Illinois,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,,"Asian, non-Hispanic"
2020,HI,Hawaii,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,,"American Indian or Alaska Native, non-Hispanic"
2020,IN,Indiana,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Age-adjusted Rate,,"Multiracial, non-Hispanic"
2020,KY,Kentucky,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,188.0,"Black, non-Hispanic"
2020,LA,Louisiana,Diabetes,Gestational diabetes among women with a recent live birth,Crude Prevalence,9.9,Overall
2020,IN,Indiana,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,231.0,"Black, non-Hispanic"
2020,KS,Kansas,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Number,265.0,"Black, non-Hispanic"
2020,IN,Indiana,Tobacco,Current cigarette smoking among adults,Crude Prevalence,,"Asian, non-Hispanic"
2020,KS,Kansas,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,97.0,Hispanic
2020,MD,Maryland,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,LA,Louisiana,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Age-adjusted Rate,4.0,"Black, non-Hispanic"
2020,MD,Maryland,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Age-adjusted Rate,2.1,"White, non-Hispanic"
2020,KY,Kentucky,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,HI,Hawaii,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,84.1,"Black, non-Hispanic"
2020,MD,Maryland,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,168.0,"White, non-Hispanic"
2020,ME,Maine,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,,"Multiracial, non-Hispanic"
2020,ID,Idaho,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Crude Rate,,"Asian, non-Hispanic"
2020,MD,Maryland,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Age-adjusted Rate,,"American Indian or Alaska Native, non-Hispanic"
2020,IA,Iowa,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,MA,Massachusetts,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Age-adjusted Rate,22.91,Overall
2020,HI,Hawaii,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Age-adjusted Rate,54.4,"Multiracial, non-Hispanic"
2020,IN,Indiana,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Age-adjusted Rate,,"Asian, non-Hispanic"
2020,ID,Idaho,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,221.2,"American Indian or Alaska Native, non-Hispanic"
2020,KY,Kentucky,Tobacco,Quit attempts in the past year among adult current smokers,Age-adjusted Prevalence,45.4,"White, non-Hispanic"
2020,MA,Massachusetts,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Age-adjusted Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2020,GU,Guam,Tobacco,Quit attempts in the past year among adult current smokers,Age-adjusted Prevalence,55.5,"Hawaiian or Pacific Islander, non-Hispanic"
2020,IN,Indiana,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Age-adjusted Rate,12.7,"Asian or Pacific Islander, non-Hispanic"
2020,IA,Iowa,Tobacco,"Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars",Proportion,1.4,Overall
