date,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2018-1,MQ,Envoy Air,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",5.0,3.0,1.0,0.06,1.94,0.0,0.0,0.0,0.0,104.0,54.0,1.0,49.0,0.0,0.0
2018-1,MQ,Envoy Air,BNA,"Nashville, TN: Nashville International",110.0,21.0,7.17,1.16,6.76,0.0,5.92,3.0,0.0,897.0,344.0,37.0,226.0,0.0,290.0
2018-1,MQ,Envoy Air,BOI,"Boise, ID: Boise Air Terminal",32.0,8.0,0.22,0.35,5.61,0.0,1.82,0.0,0.0,353.0,9.0,18.0,233.0,0.0,93.0
2018-1,MQ,Envoy Air,BPT,"Beaumont/Port Arthur, TX: Jack Brooks Regional",63.0,11.0,1.75,1.08,2.98,0.0,5.19,3.0,0.0,657.0,83.0,34.0,130.0,0.0,410.0
2018-1,MQ,Envoy Air,BUF,"Buffalo, NY: Buffalo Niagara International",31.0,12.0,0.82,3.0,6.62,0.0,1.55,0.0,0.0,484.0,27.0,136.0,207.0,0.0,114.0
2018-1,MQ,Envoy Air,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",112.0,40.0,9.43,1.96,12.6,0.0,16.01,3.0,0.0,2198.0,567.0,101.0,553.0,0.0,977.0
2018-1,MQ,Envoy Air,BZN,"Bozeman, MT: Bozeman Yellowstone International",36.0,7.0,0.83,0.64,4.67,0.0,0.86,0.0,1.0,227.0,43.0,27.0,115.0,0.0,42.0
2018-1,MQ,Envoy Air,CAE,"Columbia, SC: Columbia Metropolitan",64.0,9.0,2.31,1.05,2.87,0.0,2.77,1.0,0.0,611.0,120.0,150.0,100.0,0.0,241.0
2018-1,MQ,Envoy Air,CHO,"Charlottesville, VA: Charlottesville Albemarle",53.0,16.0,2.76,0.1,2.18,0.96,10.0,3.0,0.0,696.0,123.0,6.0,72.0,22.0,473.0
2018-1,MQ,Envoy Air,CHS,"Charleston, SC: Charleston AFB/International",63.0,4.0,1.51,0.03,0.35,0.0,2.11,12.0,1.0,291.0,108.0,1.0,12.0,0.0,170.0
2018-1,MQ,Envoy Air,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",158.0,34.0,7.95,3.83,16.72,0.0,5.49,2.0,1.0,1323.0,363.0,194.0,491.0,0.0,275.0
2018-1,MQ,Envoy Air,CLE,"Cleveland, OH: Cleveland-Hopkins International",200.0,41.0,12.22,1.4,9.52,0.0,17.86,11.0,1.0,2043.0,744.0,99.0,409.0,0.0,791.0
2018-1,MQ,Envoy Air,CLL,"College Station/Bryan, TX: Easterwood Field",112.0,18.0,6.53,0.19,1.4,0.0,9.88,5.0,1.0,990.0,332.0,9.0,38.0,0.0,611.0
2018-1,MQ,Envoy Air,CLT,"Charlotte, NC: Charlotte Douglas International",65.0,9.0,1.98,0.86,3.42,0.0,2.74,4.0,1.0,625.0,98.0,58.0,225.0,0.0,244.0
2018-1,MQ,Envoy Air,CMH,"Columbus, OH: John Glenn Columbus International",453.0,130.0,35.18,6.23,45.69,0.0,42.89,16.0,4.0,8247.0,1949.0,1789.0,1798.0,0.0,2711.0
2018-1,MQ,Envoy Air,CMI,"Champaign/Urbana, IL: University of Illinois/Willard",194.0,51.0,13.36,8.04,14.64,0.0,14.95,12.0,3.0,2968.0,549.0,624.0,616.0,0.0,1179.0
2018-1,MQ,Envoy Air,COU,"Columbia, MO: Columbia Regional",60.0,14.0,3.3,1.26,3.21,0.0,6.23,1.0,0.0,845.0,137.0,95.0,179.0,0.0,434.0
2018-1,MQ,Envoy Air,CRP,"Corpus Christi, TX: Corpus Christi International",6.0,4.0,2.59,0.07,0.48,0.0,0.85,0.0,0.0,250.0,171.0,4.0,26.0,0.0,49.0
2018-1,MQ,Envoy Air,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",372.0,99.0,18.42,9.82,37.45,0.0,33.31,12.0,1.0,4356.0,697.0,658.0,1323.0,0.0,1678.0
2020-1,MQ,Envoy Air,CWA,"Mosinee, WI: Central Wisconsin",83.0,20.0,3.03,0.07,9.47,0.0,7.43,2.0,0.0,991.0,271.0,4.0,329.0,0.0,387.0
2018-1,MQ,Envoy Air,DAY,"Dayton, OH: James M Cox/Dayton International",49.0,9.0,2.02,1.22,1.7,0.0,4.05,4.0,0.0,379.0,56.0,32.0,66.0,0.0,225.0
2018-1,MQ,Envoy Air,DBQ,"Dubuque, IA: Dubuque Regional",89.0,22.0,3.41,1.43,7.32,0.0,9.83,7.0,0.0,1027.0,118.0,100.0,262.0,0.0,547.0
2018-1,MQ,Envoy Air,DCA,"Washington, DC: Ronald Reagan Washington National",58.0,7.0,0.97,0.0,1.45,1.0,3.58,2.0,1.0,386.0,27.0,0.0,136.0,19.0,204.0
2018-1,MQ,Envoy Air,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",4491.0,733.0,150.07,59.75,185.9,1.39,335.89,152.0,12.0,48316.0,11983.0,7471.0,7568.0,55.0,21239.0
2018-1,MQ,Envoy Air,DSM,"Des Moines, IA: Des Moines International",111.0,26.0,6.76,3.81,9.88,0.0,5.55,2.0,1.0,1649.0,509.0,231.0,482.0,0.0,427.0
2018-1,MQ,Envoy Air,DTW,"Detroit, MI: Detroit Metro Wayne County",113.0,23.0,5.85,1.03,5.23,0.0,10.89,11.0,0.0,1287.0,322.0,36.0,271.0,0.0,658.0
2018-1,MQ,Envoy Air,ELP,"El Paso, TX: El Paso International",32.0,8.0,1.0,1.31,1.8,0.0,3.89,1.0,0.0,362.0,32.0,81.0,82.0,0.0,167.0
2018-1,MQ,Envoy Air,,,59.0,9.0,1.29,0.0,4.83,0.0,2.88,5.0,0.0,470.0,40.0,0.0,240.0,0.0,190.0
2018-1,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",58.0,23.0,3.23,1.47,13.57,0.3,4.42,4.0,0.0,948.0,87.0,67.0,547.0,7.0,240.0
2018-1,MQ,Envoy Air,FAR,"Fargo, ND: Hector International",142.0,33.0,10.87,2.39,14.32,0.0,5.42,3.0,0.0,1424.0,449.0,107.0,503.0,0.0,365.0
2018-1,MQ,Envoy Air,FSD,"Sioux Falls, SD: Joe Foss Field",124.0,24.0,9.07,1.14,8.02,0.0,5.77,4.0,0.0,1385.0,678.0,96.0,215.0,0.0,396.0
2018-1,MQ,Envoy Air,FSM,"Fort Smith, AR: Fort Smith Regional",47.0,6.0,0.33,0.25,1.39,0.0,4.02,2.0,0.0,259.0,17.0,16.0,34.0,0.0,192.0
2018-1,MQ,Envoy Air,GCK,"Garden City, KS: Garden City Regional",62.0,9.0,4.42,0.0,1.26,0.0,3.32,1.0,0.0,403.0,203.0,0.0,29.0,0.0,171.0
2018-1,MQ,Envoy Air,GGG,"Longview, TX: East Texas Regional",58.0,9.0,1.9,1.34,2.18,0.0,3.57,2.0,0.0,442.0,34.0,110.0,53.0,0.0,245.0
2018-1,MQ,Envoy Air,GJT,"Grand Junction, CO: Grand Junction Regional",78.0,10.0,4.09,2.68,2.73,0.0,0.5,0.0,0.0,553.0,238.0,195.0,108.0,0.0,12.0
2018-1,MQ,Envoy Air,GNV,"Gainesville, FL: Gainesville Regional",54.0,10.0,3.2,0.0,1.8,0.0,5.0,0.0,0.0,434.0,220.0,0.0,42.0,0.0,172.0
2018-1,MQ,Envoy Air,GRB,"Green Bay, WI: Green Bay Austin Straubel International",68.0,15.0,4.47,1.39,5.07,0.0,4.07,3.0,0.0,921.0,315.0,141.0,222.0,0.0,243.0
2018-1,MQ,Envoy Air,GRI,"Grand Island, NE: Central Nebraska Regional",45.0,7.0,2.21,0.0,3.86,0.0,0.94,3.0,0.0,290.0,112.0,0.0,91.0,0.0,87.0
2018-1,MQ,Envoy Air,GRK,"Killeen, TX: Robert Gray AAF",57.0,13.0,5.01,1.4,2.45,0.0,4.14,0.0,0.0,1064.0,329.0,227.0,122.0,0.0,386.0
2018-1,MQ,Envoy Air,GRR,"Grand Rapids, MI: Gerald R. Ford International",181.0,42.0,9.96,3.1,16.37,0.0,12.57,5.0,1.0,1889.0,414.0,127.0,622.0,0.0,726.0
2018-1,MQ,Envoy Air,GSO,"Greensboro/High Point, NC: Piedmont Triad International",203.0,50.0,11.5,3.2,17.03,0.0,18.27,8.0,0.0,2780.0,686.0,205.0,638.0,0.0,1251.0
2018-1,MQ,Envoy Air,GSP,"Greer, SC: Greenville-Spartanburg International",76.0,16.0,9.09,1.1,2.48,0.0,3.33,1.0,0.0,1031.0,481.0,53.0,133.0,0.0,364.0
2018-1,MQ,Envoy Air,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-1,MQ,Envoy Air,HOU,"Houston, TX: William P Hobby",8.0,1.0,0.0,0.61,0.39,0.0,0.0,0.0,0.0,31.0,0.0,19.0,12.0,0.0,0.0
2018-1,MQ,Envoy Air,HPN,"White Plains, NY: Westchester County",62.0,15.0,5.7,0.44,5.99,0.0,2.87,7.0,0.0,648.0,319.0,8.0,167.0,0.0,154.0
2018-1,MQ,Envoy Air,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",7.0,5.0,0.87,0.11,1.63,0.0,2.39,0.0,0.0,252.0,88.0,7.0,63.0,0.0,94.0
2018-1,MQ,Envoy Air,IAH,"Houston, TX: George Bush Intercontinental/Houston",126.0,34.0,6.07,6.48,15.1,0.0,6.35,4.0,0.0,1936.0,442.0,439.0,559.0,0.0,496.0
2018-1,MQ,Envoy Air,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",148.0,22.0,10.45,1.55,5.29,0.0,4.7,1.0,0.0,1138.0,424.0,180.0,185.0,0.0,349.0
2018-1,MQ,Envoy Air,ILM,"Wilmington, NC: Wilmington International",58.0,18.0,4.77,0.27,4.25,0.0,8.72,8.0,0.0,970.0,204.0,21.0,134.0,0.0,611.0
2018-1,MQ,Envoy Air,IND,"Indianapolis, IN: Indianapolis International",280.0,75.0,21.33,3.5,32.64,0.0,17.53,3.0,1.0,3513.0,1041.0,232.0,1179.0,0.0,1061.0
2018-1,MQ,Envoy Air,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",84.0,11.0,2.81,0.17,2.83,0.0,5.2,0.0,1.0,347.0,80.0,6.0,79.0,0.0,182.0
2018-1,,,JAX,"Jacksonville, FL: Jacksonville International",147.0,24.0,3.58,2.41,11.5,0.05,6.46,7.0,0.0,1196.0,246.0,106.0,425.0,9.0,410.0
2018-1,MQ,Envoy Air,JFK,"New York, NY: John F. Kennedy International",217.0,42.0,9.55,2.02,16.47,0.0,13.96,19.0,1.0,2305.0,505.0,424.0,655.0,0.0,721.0
2018-1,MQ,Envoy Air,JLN,"Joplin, MO: Joplin Regional",62.0,6.0,2.11,0.0,2.05,0.0,1.84,5.0,1.0,159.0,58.0,0.0,53.0,0.0,48.0
2018-1,MQ,Envoy Air,LAN,"Lansing, MI: Capital Region International",62.0,12.0,4.63,0.15,1.3,0.0,5.92,1.0,0.0,469.0,151.0,9.0,59.0,0.0,250.0
2018-1,MQ,Envoy Air,LAW,"Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",93.0,10.0,3.05,1.0,0.45,0.0,5.5,1.0,0.0,581.0,199.0,29.0,45.0,0.0,308.0
2018-1,MQ,Envoy Air,LBB,"Lubbock, TX: Lubbock Preston Smith International",31.0,8.0,3.56,0.0,1.54,0.0,2.9,0.0,0.0,430.0,121.0,0.0,89.0,0.0,220.0
2018-1,MQ,Envoy Air,LCH,"Lake Charles, LA: Lake Charles Regional",61.0,11.0,4.71,0.2,2.18,0.0,3.91,3.0,0.0,1056.0,722.0,19.0,52.0,0.0,263.0
2018-1,MQ,Envoy Air,LEX,"Lexington, KY: Blue Grass",114.0,31.0,7.31,1.17,14.42,0.0,8.11,2.0,0.0,1439.0,457.0,120.0,404.0,0.0,458.0
2018-1,MQ,Envoy Air,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",117.0,19.0,6.06,1.58,4.22,0.0,7.13,7.0,0.0,1150.0,287.0,100.0,166.0,0.0,597.0
2018-1,MQ,Envoy Air,LGA,"New York, NY: LaGuardia",997.0,318.0,55.36,12.83,161.34,1.17,87.29,90.0,3.0,20929.0,5575.0,1177.0,8222.0,35.0,5920.0
2018-1,MQ,Envoy Air,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",294.0,52.0,16.66,3.73,10.61,0.0,21.0,7.0,0.0,3542.0,863.0,366.0,536.0,0.0,1777.0
2018-1,MQ,Envoy Air,LRD,"Laredo, TX: Laredo International",106.0,22.0,5.74,2.88,7.69,0.0,5.69,6.0,0.0,1058.0,176.0,377.0,224.0,0.0,281.0
2018-1,MQ,Envoy Air,LSE,"La Crosse, WI: La Crosse Regional",48.0,10.0,3.39,0.74,4.31,0.0,1.56,0.0,0.0,500.0,149.0,47.0,178.0,0.0,126.0
2018-1,MQ,Envoy Air,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",32.0,5.0,3.0,0.44,0.79,0.0,0.77,0.0,0.0,350.0,177.0,56.0,81.0,0.0,36.0
2018-1,MQ,Envoy Air,MCI,"Kansas City, MO: Kansas City International",83.0,22.0,6.77,2.77,9.59,0.0,2.86,1.0,0.0,946.0,291.0,125.0,368.0,0.0,162.0
2018-1,MQ,Envoy Air,MDT,"Harrisburg, PA: Harrisburg International",89.0,17.0,2.66,1.49,5.24,0.0,7.62,2.0,0.0,732.0,127.0,61.0,173.0,0.0,371.0
2018-1,MQ,Envoy Air,MEM,"Memphis, TN: Memphis International",80.0,24.0,7.78,1.53,8.05,0.0,6.64,1.0,0.0,1285.0,328.0,129.0,430.0,0.0,398.0
2018-1,MQ,Envoy Air,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",35.0,10.0,5.22,0.33,0.97,0.0,3.48,0.0,0.0,603.0,253.0,18.0,65.0,0.0,267.0
2018-1,MQ,Envoy Air,MGM,"Montgomery, AL: Montgomery Regional",11.0,4.0,0.23,0.49,0.63,0.0,2.65,1.0,0.0,206.0,14.0,20.0,26.0,0.0,146.0
2018-1,MQ,Envoy Air,MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional",130.0,30.0,7.02,2.29,8.94,0.0,11.74,2.0,0.0,1346.0,264.0,221.0,250.0,0.0,611.0
2018-1,MQ,Envoy Air,MIA,"Miami, FL: Miami International",722.0,141.0,42.0,2.39,50.84,0.0,45.77,22.0,1.0,9770.0,4038.0,196.0,1780.0,0.0,3756.0
2018-1,MQ,Envoy Air,MKE,"Milwaukee, WI: General Mitchell International",27.0,14.0,6.12,1.03,5.47,0.0,1.38,0.0,0.0,509.0,260.0,40.0,169.0,0.0,40.0
2018-1,MQ,Envoy Air,MLI,"Moline, IL: Quad City International",82.0,19.0,3.15,1.95,7.29,0.0,6.61,3.0,0.0,971.0,139.0,71.0,302.0,0.0,459.0
2018-1,MQ,Envoy Air,MQT,"Marquette, MI: Sawyer International",31.0,10.0,2.16,0.31,5.75,0.0,1.78,4.0,1.0,546.0,174.0,12.0,179.0,0.0,181.0
2018-1,MQ,Envoy Air,MSN,"Madison, WI: Dane County Regional-Truax Field",163.0,31.0,9.63,3.63,8.76,0.0,8.98,2.0,0.0,1566.0,429.0,239.0,287.0,0.0,611.0
2018-1,MQ,Envoy Air,MSP,"Minneapolis, MN: Minneapolis-St Paul International",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-1,MQ,Envoy Air,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",47.0,18.0,0.85,3.05,11.5,0.19,2.41,1.0,0.0,716.0,60.0,187.0,325.0,5.0,139.0
2018-1,MQ,Envoy Air,MTJ,"Montrose/Delta, CO: Montrose Regional",12.0,4.0,1.26,0.0,0.87,0.0,1.87,0.0,0.0,228.0,50.0,0.0,47.0,0.0,131.0
2018-1,MQ,Envoy Air,OKC,"Oklahoma City, OK: Will Rogers World",178.0,36.0,14.05,3.21,8.61,0.0,10.13,4.0,0.0,1873.0,651.0,237.0,364.0,0.0,621.0
2018-1,MQ,Envoy Air,OMA,"Omaha, NE: Eppley Airfield",119.0,28.0,6.8,3.4,11.64,0.0,6.16,2.0,1.0,1619.0,362.0,215.0,406.0,0.0,636.0
2018-1,MQ,Envoy Air,ORD,"Chicago, IL: Chicago O'Hare International",4704.0,1098.0,180.21,54.05,427.38,2.18,434.19,166.0,6.0,69063.0,18761.0,5530.0,18174.0,37.0,26561.0
2018-1,MQ,Envoy Air,ORF,"Norfolk, VA: Norfolk International",179.0,37.0,9.01,2.34,9.86,0.0,15.79,20.0,1.0,2181.0,391.0,536.0,428.0,0.0,826.0
2018-1,MQ,Envoy Air,PIT,"Pittsburgh, PA: Pittsburgh International",185.0,46.0,10.83,2.86,13.97,0.0,18.34,6.0,1.0,2428.0,604.0,145.0,688.0,0.0,991.0
2018-1,MQ,Envoy Air,PNS,"Pensacola, FL: Pensacola International",185.0,35.0,11.97,0.38,8.16,0.0,14.49,2.0,0.0,1776.0,578.0,15.0,232.0,0.0,951.0
2018-1,MQ,Envoy Air,PVD,"Providence, RI: Theodore Francis Green State",57.0,13.0,0.08,3.17,6.48,0.0,3.27,5.0,1.0,377.0,5.0,94.0,171.0,0.0,107.0
2018-1,MQ,Envoy Air,RAP,"Rapid City, SD: Rapid City Regional",21.0,4.0,0.44,1.13,1.82,0.0,0.61,1.0,0.0,197.0,17.0,22.0,91.0,0.0,67.0
2018-1,MQ,Envoy Air,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",144.0,29.0,7.19,0.35,3.44,0.0,18.02,22.0,0.0,1280.0,217.0,17.0,103.0,0.0,943.0
2018-1,MQ,Envoy Air,RIC,"Richmond, VA: Richmond International",148.0,37.0,11.75,1.6,8.03,0.0,15.62,10.0,0.0,1875.0,493.0,78.0,263.0,0.0,1041.0
2018-1,MQ,Envoy Air,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",18.0,4.0,0.0,0.19,2.22,0.0,1.58,2.0,0.0,193.0,0.0,18.0,92.0,0.0,83.0
2018-1,MQ,Envoy Air,ROC,"Rochester, NY: Greater Rochester International",121.0,36.0,11.62,2.2,11.83,0.0,10.36,1.0,0.0,1917.0,634.0,90.0,565.0,0.0,628.0
2018-1,MQ,Envoy Air,ROW,"Roswell, NM: Roswell International Air Center",37.0,4.0,1.67,0.0,1.0,0.0,1.33,0.0,1.0,253.0,152.0,0.0,16.0,0.0,85.0
2018-1,MQ,Envoy Air,RST,"Rochester, MN: Rochester International",38.0,10.0,0.55,0.24,6.95,0.0,2.26,3.0,0.0,337.0,22.0,13.0,220.0,0.0,82.0
2018-1,MQ,Envoy Air,SAT,"San Antonio, TX: San Antonio International",26.0,11.0,0.33,3.07,5.58,0.0,2.02,0.0,0.0,634.0,38.0,306.0,154.0,0.0,136.0
2018-1,MQ,Envoy Air,SAV,"Savannah, GA: Savannah/Hilton Head International",5.0,1.0,0.12,0.0,0.13,0.0,0.76,2.0,0.0,86.0,10.0,0.0,11.0,0.0,65.0
2018-1,MQ,Envoy Air,SDF,"Louisville, KY: Louisville Muhammad Ali International",167.0,41.0,9.6,4.25,15.62,0.0,11.52,6.0,0.0,1616.0,392.0,201.0,503.0,0.0,520.0
2018-1,MQ,Envoy Air,SGF,"Springfield, MO: Springfield-Branson National",397.0,78.0,24.35,6.13,19.08,1.99,26.45,13.0,2.0,3928.0,1291.0,286.0,742.0,48.0,1561.0
2018-1,MQ,Envoy Air,SHV,"Shreveport, LA: Shreveport Regional",112.0,21.0,6.08,1.03,3.5,0.0,10.38,3.0,0.0,1000.0,239.0,47.0,139.0,0.0,575.0
2018-1,MQ,Envoy Air,SJT,"San Angelo, TX: San Angelo Regional/Mathis Field",128.0,22.0,3.96,0.26,8.83,0.0,8.95,2.0,1.0,1070.0,348.0,27.0,251.0,0.0,444.0
2018-1,MQ,Envoy Air,SPI,"Springfield, IL: Abraham Lincoln Capital",50.0,15.0,2.51,0.12,4.89,0.0,7.48,1.0,0.0,652.0,82.0,6.0,131.0,0.0,433.0
2018-1,MQ,Envoy Air,SPS,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",91.0,10.0,4.91,1.0,1.24,0.0,2.85,3.0,0.0,535.0,261.0,30.0,25.0,0.0,219.0
2018-1,MQ,Envoy Air,STL,"St. Louis, MO: St Louis Lambert International",112.0,19.0,5.74,0.38,3.63,0.0,9.25,5.0,0.0,1198.0,279.0,26.0,215.0,0.0,678.0
2018-1,MQ,Envoy Air,SUX,"Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",94.0,18.0,5.65,1.06,6.22,0.0,5.08,6.0,0.0,1068.0,207.0,207.0,206.0,0.0,448.0
2018-1,MQ,Envoy Air,SWO,"Stillwater, OK: Stillwater Regional",58.0,11.0,4.41,0.0,1.83,0.0,4.76,0.0,0.0,683.0,284.0,0.0,46.0,0.0,353.0
2018-1,MQ,Envoy Air,SYR,"Syracuse, NY: Syracuse Hancock International",58.0,17.0,4.88,2.41,6.47,0.0,3.24,2.0,0.0,900.0,341.0,187.0,231.0,0.0,141.0
2018-1,MQ,Envoy Air,TLH,"Tallahassee, FL: Tallahassee International",169.0,24.0,8.12,1.34,2.12,0.0,12.42,3.0,0.0,1237.0,345.0,139.0,130.0,0.0,623.0
2018-1,MQ,Envoy Air,TOL,"Toledo, OH: Toledo Express",62.0,15.0,1.21,1.1,9.41,0.0,3.29,1.0,1.0,617.0,41.0,123.0,292.0,0.0,161.0
2018-1,MQ,Envoy Air,TUL,"Tulsa, OK: Tulsa International",61.0,18.0,4.13,2.54,7.49,0.0,3.84,1.0,0.0,882.0,204.0,120.0,298.0,0.0,260.0
2018-1,MQ,Envoy Air,TVC,"Traverse City, MI: Cherry Capital",35.0,6.0,0.0,0.98,3.49,0.0,1.53,1.0,0.0,228.0,0.0,32.0,95.0,0.0,101.0
2018-1,MQ,Envoy Air,TXK,"Texarkana, AR: Texarkana Regional-Webb Field",79.0,8.0,4.55,0.0,2.45,0.0,1.0,5.0,0.0,284.0,190.0,0.0,53.0,0.0,41.0
2018-1,MQ,Envoy Air,TYR,"Tyler, TX: Tyler Pounds Regional",111.0,14.0,4.56,0.71,3.5,0.0,5.23,7.0,0.0,1121.0,194.0,103.0,132.0,0.0,692.0
2018-1,MQ,Envoy Air,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",9.0,3.0,1.12,1.0,0.88,0.0,0.0,0.0,0.0,110.0,33.0,56.0,21.0,0.0,0.0
2018-1,MQ,Envoy Air,XNA,"Fayetteville, AR: Northwest Arkansas Regional",393.0,68.0,19.47,5.48,20.55,0.0,22.49,7.0,6.0,3321.0,910.0,422.0,827.0,0.0,1162.0
2018-1,NK,Spirit Air Lines,ACY,"Atlantic City, NJ: Atlantic City International",310.0,37.0,8.39,0.65,22.81,0.0,5.15,14.0,0.0,2949.0,778.0,24.0,1923.0,0.0,224.0
2018-1,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",629.0,105.0,28.17,2.88,55.27,1.0,17.68,10.0,0.0,6276.0,2009.0,135.0,2959.0,18.0,1155.0
2018-1,NK,Spirit Air Lines,BDL,"Hartford, CT: Bradley International",186.0,14.0,9.23,0.0,0.4,0.0,4.37,9.0,0.0,824.0,506.0,0.0,21.0,0.0,297.0
2018-1,NK,Spirit Air Lines,BOS,"Boston, MA: Logan International",494.0,91.0,14.26,0.21,52.23,0.0,24.31,44.0,0.0,5263.0,882.0,25.0,2633.0,0.0,1723.0
2018-1,NK,Spirit Air Lines,BQN,"Aguadilla, PR: Rafael Hernandez",13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,108.0,0.0,0.0
2018-1,NK,Spirit Air Lines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",635.0,87.0,23.31,1.43,33.54,2.0,26.72,8.0,0.0,8259.0,2344.0,79.0,3012.0,45.0,2779.0
2018-1,,,CAK,"Akron, OH: Akron-Canton Regional",75.0,12.0,4.86,0.01,2.13,0.0,5.0,0.0,0.0,1456.0,328.0,8.0,775.0,0.0,345.0
2018-1,NK,Spirit Air Lines,CLE,"Cleveland, OH: Cleveland-Hopkins International",230.0,22.0,5.94,0.0,6.05,0.0,10.01,1.0,0.0,2570.0,321.0,0.0,330.0,0.0,1919.0
2018-1,NK,Spirit Air Lines,DEN,"Denver, CO: Denver International",258.0,33.0,10.35,1.25,15.33,0.0,6.07,2.0,0.0,3064.0,441.0,120.0,2157.0,0.0,346.0
2018-1,NK,Spirit Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",608.0,81.0,23.92,0.48,34.44,2.93,19.22,6.0,1.0,5490.0,2085.0,15.0,1565.0,70.0,1755.0
2018-1,NK,Spirit Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",890.0,136.0,31.54,1.62,71.79,0.96,30.09,9.0,0.0,8761.0,1749.0,45.0,3408.0,25.0,3534.0
2018-1,NK,Spirit Air Lines,EWR,"Newark, NJ: Newark Liberty International",293.0,58.0,7.7,0.0,47.95,0.0,2.35,18.0,0.0,3328.0,416.0,0.0,2832.0,0.0,80.0
2018-1,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1483.0,231.0,46.96,6.75,124.55,2.04,50.71,36.0,2.0,19469.0,5483.0,281.0,7773.0,52.0,5880.0
2018-1,NK,Spirit Air Lines,IAG,"Niagara Falls, NY: Niagara Falls International",30.0,3.0,1.98,0.0,1.02,0.0,0.0,4.0,0.0,979.0,944.0,0.0,35.0,0.0,0.0
2018-1,NK,Spirit Air Lines,IAH,"Houston, TX: George Bush Intercontinental/Houston",496.0,60.0,10.71,1.14,32.8,0.0,15.35,20.0,1.0,3652.0,655.0,36.0,1799.0,0.0,1162.0
2018-1,NK,Spirit Air Lines,LAS,"Las Vegas, NV: McCarran International",1054.0,112.0,24.38,4.38,51.92,0.23,31.09,17.0,1.0,6847.0,1580.0,176.0,3249.0,13.0,1829.0
2018-1,NK,Spirit Air Lines,LAX,"Los Angeles, CA: Los Angeles International",682.0,83.0,24.28,3.0,37.05,0.94,17.74,7.0,1.0,4683.0,1920.0,84.0,1483.0,15.0,1181.0
2018-1,NK,Spirit Air Lines,LBE,"Latrobe, PA: Arnold Palmer Regional",93.0,15.0,4.07,2.0,2.22,1.0,5.7,2.0,0.0,852.0,163.0,79.0,70.0,20.0,520.0
2021-1,NK,Spirit Air Lines,LGA,"New York, NY: LaGuardia",341.0,78.0,9.27,5.27,58.08,0.86,4.51,16.0,0.0,5053.0,771.0,430.0,3650.0,25.0,177.0
2018-1,NK,Spirit Air Lines,MCI,"Kansas City, MO: Kansas City International",124.0,10.0,4.9,0.0,4.41,0.0,0.69,1.0,0.0,599.0,352.0,0.0,218.0,0.0,29.0
2018-1,NK,Spirit Air Lines,MCO,"Orlando, FL: Orlando International",1100.0,197.0,38.13,2.29,119.73,1.26,35.58,24.0,1.0,11336.0,2042.0,141.0,6276.0,26.0,2851.0
2018-1,NK,Spirit Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",390.0,37.0,8.75,0.0,16.34,1.0,10.91,16.0,0.0,2414.0,726.0,0.0,746.0,18.0,924.0
2018-1,NK,Spirit Air Lines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",498.0,63.0,17.53,2.12,34.57,0.79,7.98,23.0,1.0,3855.0,1103.0,95.0,1858.0,23.0,776.0
